,home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,h_red_card_count,a_red_card_count,h_yellow_red_card_count,a_yellow_red_card_count,h_yellow_card_long_count,a_yellow_card_long_count
839,Sweden,Wales,0,0,,,0,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Rasunda Stadium, Solna",30287,0,0,0,0,0,0
840,Paraguay,Yugoslavia,3,3,,,6,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Tunavallen, Eskilstuna",13103,0,0,0,0,0,0
841,West Germany,Northern Ireland,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Malmo Stadion, Malmï¿½",21990,0,0,0,0,0,0
842,Czechoslovakia,Argentina,6,1,,,7,Czechoslovakia,Fase de Grupos,1958,1958-06-15,Sweden,"Olympia Stadium, Helsingborg",16418,0,0,0,0,0,0
843,England,Austria,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-15,Sweden,"Ryavallen, Boras",15872,0,0,0,0,0,0
844,Brazil,Soviet Union,2,0,,,2,Brazil,Fase de Grupos,1958,1958-06-15,Sweden,"Nya Ullevi, Gothenburg",50928,0,0,0,0,0,0
845,Hungary,Mexico,4,0,,,4,Hungary,Fase de Grupos,1958,1958-06-15,Sweden,"Jarnvallen, Sandviken",13300,0,0,0,0,0,0
846,France,Scotland,2,1,,,3,France,Fase de Grupos,1958,1958-06-15,Sweden,"Eyravallen, Orebro",13554,0,0,0,0,0,0
847,Sweden,Hungary,2,1,,,3,Sweden,Fase de Grupos,1958,1958-06-12,Sweden,"Rasunda Stadium, Solna",38850,0,0,0,0,0,0
848,Soviet Union,Austria,2,0,,,2,Soviet Union,Fase de Grupos,1958,1958-06-11,Sweden,"Ryavallen, Boras",21239,0,0,0,0,0,0
849,West Germany,Czechoslovakia,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Olympia Stadium, Helsingborg",25000,0,0,0,0,0,0
850,Argentina,Northern Ireland,3,1,,,4,Argentina,Fase de Grupos,1958,1958-06-11,Sweden,"Orjans Vall, Halmstad",14174,0,0,0,0,0,0
851,Yugoslavia,France,3,2,,,5,Yugoslavia,Fase de Grupos,1958,1958-06-11,Sweden,"Arosvallen, Vasteras",12217,0,0,0,0,0,0
852,Paraguay,Scotland,3,2,,,5,Paraguay,Fase de Grupos,1958,1958-06-11,Sweden,"Idrottsparken, Norrkï¿½Ping",11665,0,0,0,0,0,0
853,Brazil,England,0,0,,,0,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Nya Ullevi, Gothenburg",40895,0,0,0,0,0,0
854,Mexico,Wales,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-11,Sweden,"Rasunda Stadium, Solna",15150,0,0,0,0,0,0
855,Sweden,Mexico,3,0,,,3,Sweden,Fase de Grupos,1958,1958-06-08,Sweden,"Rasunda Stadium, Solna",34107,0,0,0,0,0,0
856,Northern Ireland,Czechoslovakia,1,0,,,1,Northern Ireland,Fase de Grupos,1958,1958-06-08,Sweden,"Orjans Vall, Halmstad",10647,0,0,0,0,0,0
857,Hungary,Wales,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Jarnvallen, Sandviken",15343,0,0,0,0,0,0
858,Yugoslavia,Scotland,1,1,,,2,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Arosvallen, Vasteras",9591,0,0,0,0,0,0
859,Brazil,Austria,3,0,,,3,Brazil,Fase de Grupos,1958,1958-06-08,Sweden,"Rimnersvallen, Udevalla",17788,0,0,0,0,0,0
860,Soviet Union,England,2,2,,,4,Draw,Fase de Grupos,1958,1958-06-08,Sweden,"Nya Ullevi, Gothenburg",49348,0,0,0,0,0,0
861,France,Paraguay,7,3,,,10,France,Fase de Grupos,1958,1958-06-08,Sweden,"Idrottsparken, Norrkï¿½Ping",16518,0,0,0,0,0,0
862,Argentina,West Germany,1,3,,,4,West Germany,Fase de Grupos,1958,1958-06-08,Sweden,"Malmo Stadion, Malmï¿½",31156,0,0,0,0,0,0
863,Germany,Hungary,3,2,,,5,Germany,Final,1954,1954-07-04,Switzerland,"Wankdorf Stadium, Berne",62500,0,0,0,0,0,0
864,Austria,Uruguay,3,1,,,4,Austria,Terceiro Lugar,1954,1954-07-03,Switzerland,"Hardturm, Zurich",32000,0,0,0,0,0,0
865,Hungary,Uruguay,4,2,,,6,Hungary,Semi-finais,1954,1954-06-30,Switzerland,"La Pontaise, Lausanne",45000,0,0,0,0,0,0
866,Germany,Austria,6,1,,,7,Germany,Semi-finais,1954,1954-06-30,Switzerland,"St. Jakob, Basel",58000,0,0,0,0,0,0
867,Germany,Yugoslavia,2,0,,,2,Germany,Quartas de Final,1954,1954-06-27,Switzerland,"Charmilles, Geneva",17000,0,0,0,0,0,0
868,Hungary,Brazil,4,2,,,6,Hungary,Quartas de Final,1954,1954-06-27,Switzerland,"Wankdorf Stadium, Berne",40000,1,2,0,0,0,0
869,Uruguay,England,4,2,,,6,Uruguay,Quartas de Final,1954,1954-06-26,Switzerland,"St. Jakob, Basel",28000,0,0,0,0,0,0
870,Switzerland,Austria,5,7,,,12,Austria,Quartas de Final,1954,1954-06-26,Switzerland,"La Pontaise, Lausanne",35000,0,0,0,0,0,0
871,Germany,Türkiye,7,2,,,9,Germany,Fase de Grupos,1954,1954-06-23,Switzerland,"Hardturm, Zurich",17000,0,0,0,0,0,0
872,Switzerland,Italy,4,1,,,5,Switzerland,Fase de Grupos,1954,1954-06-23,Switzerland,"St. Jakob, Basel",30000,0,0,0,0,0,0
873,Hungary,Germany,8,3,,,11,Hungary,Fase de Grupos,1954,1954-06-20,Switzerland,"St. Jakob, Basel",56000,0,0,0,0,0,0
874,Türkiye,Korea Republic,7,0,,,7,Türkiye,Fase de Grupos,1954,1954-06-20,Switzerland,"Charmilles, Geneva",4000,0,0,0,0,0,0
875,Italy,Belgium,4,1,,,5,Italy,Fase de Grupos,1954,1954-06-20,Switzerland,"Comunale di Cornaredo, Lugano",24000,0,0,0,0,0,0
876,Switzerland,England,0,2,,,2,England,Fase de Grupos,1954,1954-06-20,Switzerland,"Wankdorf Stadium, Berne",43500,0,0,0,0,0,0
877,Uruguay,Scotland,7,0,,,7,Uruguay,Fase de Grupos,1954,1954-06-19,Switzerland,"St. Jakob, Basel",34000,0,0,0,0,0,0
878,Brazil,Yugoslavia,1,1,,,2,Draw,Fase de Grupos,1954,1954-06-19,Switzerland,"La Pontaise, Lausanne",24637,0,0,0,0,0,0
879,Austria,Czechoslovakia,5,0,,,5,Austria,Fase de Grupos,1954,1954-06-19,Switzerland,"Hardturm, Zurich",26000,0,0,0,0,0,0
880,France,Mexico,3,2,,,5,France,Fase de Grupos,1954,1954-06-19,Switzerland,"Charmilles, Geneva",19000,0,0,0,0,0,0
881,Switzerland,Italy,2,1,,,3,Switzerland,Fase de Grupos,1954,1954-06-17,Switzerland,"La Pontaise, Lausanne",43000,0,0,0,0,0,0
882,Hungary,Korea Republic,9,0,,,9,Hungary,Fase de Grupos,1954,1954-06-17,Switzerland,"Hardturm, Zurich",13000,0,0,0,0,0,0
883,Germany,Türkiye,4,1,,,5,Germany,Fase de Grupos,1954,1954-06-17,Switzerland,"Wankdorf Stadium, Berne",28000,0,0,0,0,0,0
884,England,Belgium,4,4,,,8,Draw,Fase de Grupos,1954,1954-06-17,Switzerland,"St. Jakob, Basel",14000,0,0,0,0,0,0
885,Uruguay,Czechoslovakia,2,0,,,2,Uruguay,Fase de Grupos,1954,1954-06-16,Switzerland,"Wankdorf Stadium, Berne",20500,0,0,0,0,0,0
886,Yugoslavia,France,1,0,,,1,Yugoslavia,Fase de Grupos,1954,1954-06-16,Switzerland,"La Pontaise, Lausanne",16000,0,0,0,0,0,0
887,Brazil,Mexico,5,0,,,5,Brazil,Fase de Grupos,1954,1954-06-16,Switzerland,"Charmilles, Geneva",13470,0,0,0,0,0,0
888,Austria,Scotland,1,0,,,1,Austria,Fase de Grupos,1954,1954-06-16,Switzerland,"Hardturm, Zurich",25000,0,0,0,0,0,0
889,Sweden,Spain,3,1,,,4,Sweden,Fase de Grupos,1950,1950-07-16,Brazil,"Pacaembu, Sao Paulo",11227,0,0,0,0,0,0
890,Uruguay,Brazil,2,1,,,3,Uruguay,Fase de Grupos,1950,1950-07-16,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",173850,0,0,0,0,0,0
891,Brazil,Spain,6,1,,,7,Brazil,Fase de Grupos,1950,1950-07-13,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",152772,0,0,0,0,1,0
892,Uruguay,Sweden,3,2,,,5,Uruguay,Fase de Grupos,1950,1950-07-13,Brazil,"Pacaembu, Sao Paulo",7987,0,0,0,0,0,0
893,Brazil,Sweden,7,1,,,8,Brazil,Fase de Grupos,1950,1950-07-09,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",138886,0,0,0,0,0,0
894,Uruguay,Spain,2,2,,,4,Draw,Fase de Grupos,1950,1950-07-09,Brazil,"Pacaembu, Sao Paulo",44802,0,0,0,0,0,0
895,Chile,United States,5,2,,,7,Chile,Fase de Grupos,1950,1950-07-02,Brazil,"Ilha do Retiro, Recife",8501,0,0,0,0,0,0
896,Italy,Paraguay,2,0,,,2,Italy,Fase de Grupos,1950,1950-07-02,Brazil,"Pacaembu, Sao Paulo",25811,0,0,0,0,0,0
897,Uruguay,Bolivia,8,0,,,8,Uruguay,Fase de Grupos,1950,1950-07-02,Brazil,"Independencia, Belo Horizonte",5284,0,0,0,0,0,0
898,Spain,England,1,0,,,1,Spain,Fase de Grupos,1950,1950-07-02,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",74462,0,0,0,0,0,0
899,Switzerland,Mexico,2,1,,,3,Switzerland,Fase de Grupos,1950,1950-07-02,Brazil,"Eucaliptos, Porto Alegre",3580,0,0,0,0,0,0
900,Brazil,Yugoslavia,2,0,,,2,Brazil,Fase de Grupos,1950,1950-07-01,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",142429,0,0,0,0,0,0
901,Spain,Chile,2,0,,,2,Spain,Fase de Grupos,1950,1950-06-29,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",19790,0,0,0,0,0,0
902,United States,England,1,0,,,1,United States,Fase de Grupos,1950,1950-06-29,Brazil,"Independencia, Belo Horizonte",10151,0,0,0,0,0,0
903,Sweden,Paraguay,2,2,,,4,Draw,Fase de Grupos,1950,1950-06-29,Brazil,"Durival de Brito, Curitiba",7903,0,0,0,0,0,0
904,Brazil,Switzerland,2,2,,,4,Draw,Fase de Grupos,1950,1950-06-28,Brazil,"Pacaembu, Sao Paulo",42032,0,0,0,0,0,0
905,Yugoslavia,Mexico,4,1,,,5,Yugoslavia,Fase de Grupos,1950,1950-06-28,Brazil,"Eucaliptos, Porto Alegre",11078,0,0,0,0,0,0
906,Sweden,Italy,3,2,,,5,Sweden,Fase de Grupos,1950,1950-06-25,Brazil,"Pacaembu, Sao Paulo",36502,0,0,0,0,0,0
907,England,Chile,2,0,,,2,England,Fase de Grupos,1950,1950-06-25,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",29703,0,0,0,0,0,0
908,Spain,United States,3,1,,,4,Spain,Fase de Grupos,1950,1950-06-25,Brazil,"Durival de Brito, Curitiba",9511,0,0,0,0,0,0
909,Yugoslavia,Switzerland,3,0,,,3,Yugoslavia,Fase de Grupos,1950,1950-06-25,Brazil,"Independencia, Belo Horizonte",7336,0,0,0,0,0,0
910,Brazil,Mexico,4,0,,,4,Brazil,Fase de Grupos,1950,1950-06-24,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",81649,0,0,0,0,0,0
911,Brazil,Sweden,4,2,,,6,Brazil,Terceiro Lugar,1938,1938-06-19,France,"Stade du Parc Lescure, Bordeaux",12000,0,0,0,0,0,0
912,Italy,Hungary,4,2,,,6,Italy,Final,1938,1938-06-19,France,"Stade Olympique, Colombes",45000,0,0,0,0,0,0
913,Hungary,Sweden,5,1,,,6,Hungary,Semi-finais,1938,1938-06-16,France,"Parc des Princes, Paris",20000,0,0,0,0,0,0
914,Italy,Brazil,2,1,,,3,Italy,Semi-finais,1938,1938-06-16,France,"Stade Vï¿½lodrome, Marseilles",33000,0,0,0,0,0,0
915,Brazil,Czechoslovakia,2,1,,,3,Brazil,Quartas de Final,1938,1938-06-14,France,"Stade du Parc Lescure, Bordeaux",18141,0,0,0,0,0,0
916,Sweden,Cuba,8,0,,,8,Sweden,Quartas de Final,1938,1938-06-12,France,"Fort Carree, Antibes",7000,0,0,0,0,0,0
917,Brazil,Czechoslovakia,1,1,,,2,Draw,Quartas de Final,1938,1938-06-12,France,"Stade du Parc Lescure, Bordeaux",22021,2,1,0,0,0,0
918,Hungary,Switzerland,2,0,,,2,Hungary,Quartas de Final,1938,1938-06-12,France,"Victor Boucquey, Lille",15000,0,0,0,0,0,0
919,Italy,France,3,1,,,4,Italy,Quartas de Final,1938,1938-06-12,France,"Stade Olympique, Colombes",58455,0,0,0,0,0,0
920,Switzerland,Germany,4,2,,,6,Switzerland,Oitavas de Final,1938,1938-06-09,France,"Parc des Princes, Paris",20025,0,0,0,0,0,0
921,Cuba,Romania,2,1,,,3,Cuba,Oitavas de Final,1938,1938-06-09,France,"Stade Municipal, Toulouse",8000,0,0,0,0,0,0
922,Italy,Norway,2,1,,,3,Italy,Oitavas de Final,1938,1938-06-05,France,"Stade Vï¿½lodrome, Marseilles",19000,0,0,0,0,0,0
923,Cuba,Romania,3,3,,,6,Draw,Oitavas de Final,1938,1938-06-05,France,"Stade Municipal, Toulouse",7000,0,0,0,0,0,0
924,Hungary,Dutch East Indies,6,0,,,6,Hungary,Oitavas de Final,1938,1938-06-05,France,"Velodrome Municipale, Reims",9000,0,0,0,0,0,0
925,France,Belgium,3,1,,,4,France,Oitavas de Final,1938,1938-06-05,France,"Stade Olympique, Colombes",30454,0,0,0,0,0,0
926,Brazil,Poland,6,5,,,11,Brazil,Oitavas de Final,1938,1938-06-05,France,"Stade de la Meinau, Strasbourg",13452,0,0,0,0,0,0
927,Czechoslovakia,Netherlands,3,0,,,3,Czechoslovakia,Oitavas de Final,1938,1938-06-05,France,"Cavee Verte, Le Havre",11000,0,0,0,0,0,0
928,Switzerland,Germany,1,1,,,2,Draw,Oitavas de Final,1938,1938-06-04,France,"Parc des Princes, Paris",27152,0,1,0,0,0,0
929,Italy,Czechoslovakia,2,1,,,3,Italy,Final,1934,1934-06-10,Italy,"Nazionale PNF, Rome",55000,0,0,0,0,0,0
930,Germany,Austria,3,2,,,5,Germany,Terceiro Lugar,1934,1934-06-07,Italy,"Giorgio Ascarelli, Naples",7000,0,0,0,0,0,0
931,Czechoslovakia,Germany,3,1,,,4,Czechoslovakia,Semi-finais,1934,1934-06-03,Italy,"Nazionale PNF, Rome",15000,0,0,0,0,0,0
932,Italy,Austria,1,0,,,1,Italy,Semi-finais,1934,1934-06-03,Italy,"San Siro, Milan",35000,0,0,0,0,0,0
933,Italy,Spain,1,0,,,1,Italy,Quartas de Final,1934,1934-06-01,Italy,"Giovanni Berta, Florence",43000,0,0,0,0,0,0
934,Austria,Hungary,2,1,,,3,Austria,Quartas de Final,1934,1934-05-31,Italy,"Littorale, Bologna",23000,0,1,0,0,0,0
935,Czechoslovakia,Switzerland,3,2,,,5,Czechoslovakia,Quartas de Final,1934,1934-05-31,Italy,"Stadio Benito Mussolini, Turin",12000,0,0,0,0,0,0
936,Italy,Spain,1,1,,,2,Draw,Quartas de Final,1934,1934-05-31,Italy,"Giovanni Berta, Florence",35000,0,0,0,0,0,0
937,Germany,Sweden,2,1,,,3,Germany,Quartas de Final,1934,1934-05-31,Italy,"San Siro, Milan",3000,0,0,0,0,0,0
938,Czechoslovakia,Romania,2,1,,,3,Czechoslovakia,Oitavas de Final,1934,1934-05-27,Italy,"Littorio, Trieste",9000,0,0,0,0,0,0
939,Hungary,Egypt,4,2,,,6,Hungary,Oitavas de Final,1934,1934-05-27,Italy,"Giorgio Ascarelli, Naples",9000,0,0,0,0,0,0
940,Austria,France,3,2,,,5,Austria,Oitavas de Final,1934,1934-05-27,Italy,"Stadio Benito Mussolini, Turin",16000,0,0,0,0,0,0
941,Switzerland,Netherlands,3,2,,,5,Switzerland,Oitavas de Final,1934,1934-05-27,Italy,"San Siro, Milan",33000,0,0,0,0,0,0
942,Sweden,Argentina,3,2,,,5,Sweden,Oitavas de Final,1934,1934-05-27,Italy,"Littorale, Bologna",14000,0,0,0,0,0,0
943,Spain,Brazil,3,1,,,4,Spain,Oitavas de Final,1934,1934-05-27,Italy,"Luigi Ferraris, Genoa",21000,0,0,0,0,0,0
944,Germany,Belgium,5,2,,,7,Germany,Oitavas de Final,1934,1934-05-27,Italy,"Giovanni Berta, Florence",8000,0,0,0,0,0,0
945,Italy,United States,7,1,,,8,Italy,Oitavas de Final,1934,1934-05-27,Italy,"Nazionale PNF, Rome",25000,0,0,0,0,0,0
946,Uruguay,Argentina,4,2,,,6,Uruguay,Final,1930,1930-07-30,Uruguay,"Estadio Centenario, Montevideo",68346,0,0,0,0,0,0
947,Uruguay,Yugoslavia,6,1,,,7,Uruguay,Semi-finais,1930,1930-07-27,Uruguay,"Estadio Centenario, Montevideo",79867,0,0,0,0,0,0
948,Argentina,United States,6,1,,,7,Argentina,Semi-finais,1930,1930-07-26,Uruguay,"Estadio Centenario, Montevideo",72886,0,0,0,0,0,0
949,Argentina,Chile,3,1,,,4,Argentina,Fase de Grupos,1930,1930-07-22,Uruguay,"Estadio Centenario, Montevideo",41459,0,0,0,0,0,0
950,Uruguay,Romania,4,0,,,4,Uruguay,Fase de Grupos,1930,1930-07-21,Uruguay,"Estadio Centenario, Montevideo",70022,0,0,0,0,0,0
951,Brazil,Bolivia,4,0,,,4,Brazil,Fase de Grupos,1930,1930-07-20,Uruguay,"Estadio Centenario, Montevideo",25466,0,0,0,0,0,0
952,Paraguay,Belgium,1,0,,,1,Paraguay,Fase de Grupos,1930,1930-07-20,Uruguay,"Estadio Centenario, Montevideo",12000,0,0,0,0,0,0
953,Chile,France,1,0,,,1,Chile,Fase de Grupos,1930,1930-07-19,Uruguay,"Estadio Centenario, Montevideo",2000,0,0,0,0,0,0
954,Argentina,Mexico,6,3,,,9,Argentina,Fase de Grupos,1930,1930-07-19,Uruguay,"Estadio Centenario, Montevideo",42100,0,0,0,0,0,0
955,Uruguay,Peru,1,0,,,1,Uruguay,Fase de Grupos,1930,1930-07-18,Uruguay,"Estadio Centenario, Montevideo",57735,0,0,0,0,0,0
956,Yugoslavia,Bolivia,4,0,,,4,Yugoslavia,Fase de Grupos,1930,1930-07-17,Uruguay,"Parque Central, Montevideo",18306,0,0,0,0,0,0
957,United States,Paraguay,3,0,,,3,United States,Fase de Grupos,1930,1930-07-17,Uruguay,"Parque Central, Montevideo",18306,0,0,0,0,0,0
958,Chile,Mexico,3,0,,,3,Chile,Fase de Grupos,1930,1930-07-16,Uruguay,"Parque Central, Montevideo",9249,0,0,0,0,0,0
959,Argentina,France,1,0,,,1,Argentina,Fase de Grupos,1930,1930-07-15,Uruguay,"Parque Central, Montevideo",23409,0,0,0,0,0,0
960,Yugoslavia,Brazil,2,1,,,3,Yugoslavia,Fase de Grupos,1930,1930-07-14,Uruguay,"Parque Central, Montevideo",24059,0,0,0,0,0,0
961,Romania,Peru,3,1,,,4,Romania,Fase de Grupos,1930,1930-07-14,Uruguay,"Pocitos, Montevideo",2549,0,1,0,0,0,0
962,United States,Belgium,3,0,,,3,United States,Fase de Grupos,1930,1930-07-13,Uruguay,"Parque Central, Montevideo",18346,0,0,0,0,0,0
963,France,Mexico,4,1,,,5,France,Fase de Grupos,1930,1930-07-13,Uruguay,"Pocitos, Montevideo",4444,0,0,0,0,0,0
