,home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,h_red_card_count,a_red_card_count,h_yellow_red_card_count,a_yellow_red_card_count,h_yellow_card_long_count,a_yellow_card_long_count
327,Germany,United States,1,0,,,1,Germany,Quartas de Final,2002,2002-06-21,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",37337,0,0,0,0,2,5
328,Japan,Türkiye,0,1,,,1,Türkiye,Oitavas de Final,2002,2002-06-18,"Korea Republic, Japan","Miyagi Stadium, Rifu",45666,0,0,0,0,1,3
329,Korea Republic,Italy,2,1,,,3,Korea Republic,Oitavas de Final,2002,2002-06-18,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",38588,0,0,0,1,4,4
330,Mexico,United States,0,2,,,2,United States,Oitavas de Final,2002,2002-06-17,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",36380,1,0,0,0,5,5
331,Brazil,Belgium,2,0,,,2,Brazil,Oitavas de Final,2002,2002-06-17,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",40440,0,0,0,0,1,1
332,Sweden,Senegal,1,2,,,3,Senegal,Oitavas de Final,2002,2002-06-16,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39747,0,0,0,0,0,2
333,Spain,Republic of Ireland,1,1,3.0,2.0,2,Spain,Oitavas de Final,2002,2002-06-16,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",38926,0,0,0,0,3,0
334,Germany,Paraguay,1,0,,,1,Germany,Oitavas de Final,2002,2002-06-15,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",25176,0,1,0,0,3,2
335,Denmark,England,0,3,,,3,England,Oitavas de Final,2002,2002-06-15,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",40582,0,0,0,0,1,1
336,Tunisia,Japan,0,2,,,2,Japan,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Yanmar Stadium Nagai, Osaka",45213,0,0,0,0,2,0
337,Belgium,Russia,3,2,,,5,Belgium,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Shizuoka Stadium Ecopa, Fukuroi",46640,0,0,0,0,1,4
338,Portugal,Korea Republic,0,1,,,1,Korea Republic,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",50239,1,0,1,0,2,4
339,Poland,United States,3,1,,,4,Poland,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",26482,0,0,0,0,4,1
340,Costa Rica,Brazil,2,5,,,7,Brazil,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",38524,0,0,0,0,0,1
341,Türkiye,China PR,3,0,,,3,Türkiye,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Seoul World Cup Stadium, Seoul",43605,0,1,0,0,3,2
342,Mexico,Italy,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39291,0,0,0,0,2,5
343,Ecuador,Croatia,1,0,,,1,Ecuador,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Nissan Stadium, Yokohama",65862,0,0,0,0,1,2
344,Sweden,Argentina,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Miyagi Stadium, Rifu",45777,0,0,0,0,2,3
345,Nigeria,England,0,0,,,0,Draw,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Yanmar Stadium Nagai, Osaka",44864,0,0,0,0,0,0
346,South Africa,Spain,2,3,,,5,Spain,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",31024,0,0,0,0,4,0
347,Slovenia,Paraguay,1,3,,,4,Paraguay,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",30176,1,0,0,1,4,1
348,Denmark,France,2,0,,,2,Denmark,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",48100,0,0,0,0,2,1
349,Senegal,Uruguay,3,3,,,6,Draw,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",33681,0,0,0,0,7,5
350,Saudi Arabia,Republic of Ireland,0,3,,,3,Republic of Ireland,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Nissan Stadium, Yokohama",65320,0,0,0,0,1,1
351,Cameroon,Germany,0,2,,,2,Germany,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Shizuoka Stadium Ecopa, Fukuroi",47085,0,0,1,1,7,7
352,Korea Republic,United States,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Daegu Main Stadium, Daegu",60778,0,0,0,0,1,2
353,Tunisia,Belgium,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39700,0,0,0,0,4,1
354,Portugal,Poland,4,0,,,4,Portugal,Fase de Grupos,2002,2002-06-10,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",31000,0,0,0,0,3,2
355,Mexico,Ecuador,2,1,,,3,Mexico,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Sapporo Dome, Sapporo",45610,0,0,0,0,1,5
356,Costa Rica,Türkiye,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",42299,0,0,0,0,2,3
357,Japan,Russia,1,0,,,1,Japan,Fase de Grupos,2002,2002-06-09,"Korea Republic, Japan","Nissan Stadium, Yokohama",66108,0,0,0,0,3,3
358,South Africa,Slovenia,1,0,,,1,South Africa,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Daegu Main Stadium, Daegu",47226,0,0,0,0,2,4
359,Italy,Croatia,1,2,,,3,Croatia,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",36472,0,0,0,0,1,1
360,Brazil,China PR,4,0,,,4,Brazil,Fase de Grupos,2002,2002-06-08,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",36750,0,0,0,0,2,0
361,Sweden,Nigeria,2,1,,,3,Sweden,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",36194,0,0,0,0,2,1
362,Spain,Paraguay,3,1,,,4,Spain,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",24000,0,0,0,0,1,3
363,Argentina,England,0,1,,,1,England,Fase de Grupos,2002,2002-06-07,"Korea Republic, Japan","Sapporo Dome, Sapporo",35927,0,0,0,0,1,2
364,Denmark,Senegal,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Daegu Main Stadium, Daegu",43500,0,0,0,1,4,2
365,Cameroon,Saudi Arabia,1,0,,,1,Cameroon,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",52328,0,0,0,0,1,1
366,France,Uruguay,0,0,,,0,Draw,Fase de Grupos,2002,2002-06-06,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",38070,1,0,0,0,1,4
367,Russia,Tunisia,2,0,,,2,Russia,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",30957,0,0,0,0,2,2
368,United States,Portugal,3,2,,,5,United States,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",37306,0,0,0,0,1,2
369,Germany,Republic of Ireland,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-05,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",35854,0,0,0,0,0,0
370,China PR,Costa Rica,0,2,,,2,Costa Rica,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Guus Hiddink Stadium, Gwangju",27217,0,0,0,0,3,4
371,Japan,Belgium,2,2,,,4,Draw,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",55256,0,0,0,0,2,3
372,Korea Republic,Poland,2,0,,,2,Korea Republic,Fase de Grupos,2002,2002-06-04,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",48760,0,0,0,0,2,3
373,Croatia,Mexico,0,1,,,1,Mexico,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",32239,1,0,0,0,0,0
374,Brazil,Türkiye,2,1,,,3,Brazil,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",33842,0,0,0,2,1,3
375,Italy,Ecuador,2,0,,,2,Italy,Fase de Grupos,2002,2002-06-03,"Korea Republic, Japan","Sapporo Dome, Sapporo",31081,0,0,0,0,1,3
376,Argentina,Nigeria,1,0,,,1,Argentina,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Kashima Soccer Stadium, Kashima",34050,0,0,0,0,2,1
377,Paraguay,South Africa,2,2,,,4,Draw,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Busan Sport Complex Asiad Stadium, Busan",25186,0,0,0,0,4,4
378,England,Sweden,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",52721,0,0,0,0,1,2
379,Spain,Slovenia,3,1,,,4,Spain,Fase de Grupos,2002,2002-06-02,"Korea Republic, Japan","Guus Hiddink Stadium, Gwangju",28588,0,0,0,0,1,2
380,Republic of Ireland,Cameroon,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",33679,0,0,0,0,3,1
381,Uruguay,Denmark,1,2,,,3,Denmark,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",30157,0,0,0,0,1,2
382,Germany,Saudi Arabia,8,0,,,8,Germany,Fase de Grupos,2002,2002-06-01,"Korea Republic, Japan","Sapporo Dome, Sapporo",32218,0,0,0,0,2,1
383,France,Senegal,0,1,,,1,Senegal,Fase de Grupos,2002,2002-05-31,"Korea Republic, Japan","Seoul World Cup Stadium, Seoul",62561,0,0,0,0,1,1
384,Brazil,France,0,3,,,3,France,Final,1998,1998-07-12,France,"Stade de France, Paris",80000,0,0,0,1,1,3
385,Netherlands,Croatia,1,2,,,3,Croatia,Terceiro Lugar,1998,1998-07-11,France,"Parc des Princes, Paris",44000,0,0,0,0,2,4
386,France,Croatia,2,1,,,3,France,Semi-finais,1998,1998-07-08,France,"Stade de France, Paris",80000,1,0,0,0,0,3
387,Brazil,Netherlands,1,1,4.0,2.0,2,Brazil,Semi-finais,1998,1998-07-07,France,"Orange Vélodrome, Marseille",60000,0,0,0,0,2,4
388,Netherlands,Argentina,2,1,,,3,Netherlands,Quartas de Final,1998,1998-07-04,France,"Orange Vélodrome, Marseille",60000,0,0,1,1,2,3
389,Germany,Croatia,0,3,,,3,Croatia,Quartas de Final,1998,1998-07-04,France,"Matmut Stadium de Gerland, Lyon",43300,1,0,0,0,2,2
390,Italy,France,0,0,3.0,4.0,0,France,Quartas de Final,1998,1998-07-03,France,"Stade de France, Paris",80000,0,0,0,0,3,2
391,Brazil,Denmark,3,2,,,5,Brazil,Quartas de Final,1998,1998-07-03,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",49500,0,0,0,0,3,3
392,Romania,Croatia,0,1,,,1,Croatia,Oitavas de Final,1998,1998-06-30,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0,3,2
393,Argentina,England,2,2,4.0,3.0,4,Argentina,Oitavas de Final,1998,1998-06-30,France,"Stade Geoffroy-Guichard, Saint-Étienne",30600,0,1,0,0,4,2
394,Germany,Mexico,2,1,,,3,Germany,Oitavas de Final,1998,1998-06-29,France,"Stade de la Mosson, Montpellier",29800,0,0,0,0,4,2
395,Netherlands,FR Yugoslavia,2,1,,,3,Netherlands,Oitavas de Final,1998,1998-06-29,France,"Stadium Municipal, Toulouse",33000,0,0,0,0,0,3
396,France,Paraguay,1,0,,,1,France,Oitavas de Final,1998,1998-06-28,France,"Stade Bollaert-Delelis, Lens",31800,0,0,0,0,0,5
397,Nigeria,Denmark,1,4,,,5,Denmark,Oitavas de Final,1998,1998-06-28,France,"Stade de France, Paris",77000,0,0,0,0,1,1
398,Italy,Norway,1,0,,,1,Italy,Oitavas de Final,1998,1998-06-27,France,"Orange Vélodrome, Marseille",55000,0,0,0,0,3,3
399,Brazil,Chile,4,1,,,5,Brazil,Oitavas de Final,1998,1998-06-27,France,"Parc des Princes, Paris",45500,0,0,0,0,2,2
400,Argentina,Croatia,1,0,,,1,Argentina,Fase de Grupos,1998,1998-06-26,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0,3,4
401,Japan,Jamaica,1,2,,,3,Jamaica,Fase de Grupos,1998,1998-06-26,France,"Matmut Stadium de Gerland, Lyon",39100,0,0,0,0,1,2
402,Romania,Tunisia,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-26,France,"Stade de France, Paris",80000,0,0,0,0,0,2
403,Colombia,England,0,2,,,2,England,Fase de Grupos,1998,1998-06-26,France,"Stade Bollaert-Delelis, Lens",42000,0,0,0,0,3,2
404,Netherlands,Mexico,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-25,France,"Stade Geoffroy-Guichard, Saint-Étienne",30600,0,1,0,0,2,4
405,Belgium,Korea Republic,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-25,France,"Parc des Princes, Paris",45500,0,0,0,0,1,4
406,United States,FR Yugoslavia,0,1,,,1,FR Yugoslavia,Fase de Grupos,1998,1998-06-25,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,0,0,0,0,1,2
407,Germany,IR Iran,2,0,,,2,Germany,Fase de Grupos,1998,1998-06-25,France,"Stade de la Mosson, Montpellier",35500,0,0,0,0,2,1
408,South Africa,Saudi Arabia,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-24,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0,2,1
409,France,Denmark,2,1,,,3,France,Fase de Grupos,1998,1998-06-24,France,"Matmut Stadium de Gerland, Lyon",39100,0,0,0,0,2,2
410,Spain,Bulgaria,6,1,,,7,Spain,Fase de Grupos,1998,1998-06-24,France,"Stade Bollaert-Delelis, Lens",41275,0,0,0,0,2,2
411,Nigeria,Paraguay,1,3,,,4,Paraguay,Fase de Grupos,1998,1998-06-24,France,"Stadium Municipal, Toulouse",33400,0,0,0,0,2,0
412,Italy,Austria,2,1,,,3,Italy,Fase de Grupos,1998,1998-06-23,France,"Stade de France, Paris",80000,0,0,0,0,1,4
413,Chile,Cameroon,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-23,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",39500,0,2,0,0,4,1
414,Brazil,Norway,1,2,,,3,Norway,Fase de Grupos,1998,1998-06-23,France,"Orange Vélodrome, Marseille",57000,0,0,0,0,0,2
415,Scotland,Morocco,0,3,,,3,Morocco,Fase de Grupos,1998,1998-06-23,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,1,0,0,0,1,1
416,Colombia,Tunisia,1,0,,,1,Colombia,Fase de Grupos,1998,1998-06-22,France,"Stade de la Mosson, Montpellier",35500,0,0,0,0,1,3
417,Romania,England,2,1,,,3,Romania,Fase de Grupos,1998,1998-06-22,France,"Stadium Municipal, Toulouse",33140,0,0,0,0,4,0
418,Germany,FR Yugoslavia,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-21,France,"Stade Bollaert-Delelis, Lens",41275,0,0,0,0,1,0
419,Argentina,Jamaica,5,0,,,5,Argentina,Fase de Grupos,1998,1998-06-21,France,"Parc des Princes, Paris",45500,0,0,0,1,1,2
420,United States,IR Iran,1,2,,,3,IR Iran,Fase de Grupos,1998,1998-06-21,France,"Matmut Stadium de Gerland, Lyon",43300,0,0,0,0,1,2
421,Japan,Croatia,0,1,,,1,Croatia,Fase de Grupos,1998,1998-06-20,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",35500,0,0,0,0,3,2
422,Belgium,Mexico,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-20,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,1,1,0,0,1,2
423,Netherlands,Korea Republic,5,0,,,5,Netherlands,Fase de Grupos,1998,1998-06-20,France,"Orange Vélodrome, Marseille",55000,0,0,0,0,0,2
424,Nigeria,Bulgaria,1,0,,,1,Nigeria,Fase de Grupos,1998,1998-06-19,France,"Parc des Princes, Paris",48000,0,0,0,0,4,2
425,Spain,Paraguay,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-19,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0,2,2
426,South Africa,Denmark,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-18,France,"Stadium Municipal, Toulouse",33500,1,2,0,0,4,3
427,France,Saudi Arabia,4,0,,,4,France,Fase de Grupos,1998,1998-06-18,France,"Stade de France, Paris",80000,1,1,0,0,2,2
428,Chile,Austria,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-17,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0,4,1
429,Italy,Cameroon,3,0,,,3,Italy,Fase de Grupos,1998,1998-06-17,France,"Stade de la Mosson, Montpellier",35500,0,1,0,0,2,4
430,Scotland,Norway,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-16,France,"Stade Jacques Chaban-Delmas, Bordeaux",31800,0,0,0,0,2,2
431,Brazil,Morocco,3,0,,,3,Brazil,Fase de Grupos,1998,1998-06-16,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38500,0,0,0,0,2,2
432,England,Tunisia,2,0,,,2,England,Fase de Grupos,1998,1998-06-15,France,"Orange Vélodrome, Marseille",54587,0,0,0,0,1,3
433,Romania,Colombia,1,0,,,1,Romania,Fase de Grupos,1998,1998-06-15,France,"Matmut Stadium de Gerland, Lyon",43300,0,0,0,0,3,1
434,Germany,United States,2,0,,,2,Germany,Fase de Grupos,1998,1998-06-15,France,"Parc des Princes, Paris",49000,0,0,0,0,3,2
435,Argentina,Japan,1,0,,,1,Argentina,Fase de Grupos,1998,1998-06-14,France,"Stadium Municipal, Toulouse",33500,0,0,0,0,0,3
436,FR Yugoslavia,IR Iran,1,0,,,1,FR Yugoslavia,Fase de Grupos,1998,1998-06-14,France,"Stade Geoffroy-Guichard, Saint-Étienne",36000,0,0,0,0,2,0
437,Jamaica,Croatia,1,3,,,4,Croatia,Fase de Grupos,1998,1998-06-14,France,"Stade Bollaert-Delelis, Lens",38100,0,0,0,0,1,2
438,Spain,Nigeria,2,3,,,5,Nigeria,Fase de Grupos,1998,1998-06-13,France,"Stade de la Beaujoire - Louis Fonteneau, Nantes",38000,0,0,0,0,3,1
439,Korea Republic,Mexico,1,3,,,4,Mexico,Fase de Grupos,1998,1998-06-13,France,"Matmut Stadium de Gerland, Lyon",39100,1,0,0,0,1,2
440,Netherlands,Belgium,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-13,France,"Stade de France, Paris",77000,1,0,0,0,0,2
441,Paraguay,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1998,1998-06-12,France,"Stade de la Mosson, Montpellier",27650,0,0,0,1,1,3
442,Saudi Arabia,Denmark,0,1,,,1,Denmark,Fase de Grupos,1998,1998-06-12,France,"Stade Bollaert-Delelis, Lens",38100,0,0,0,0,1,3
443,France,South Africa,3,0,,,3,France,Fase de Grupos,1998,1998-06-12,France,"Orange Vélodrome, Marseille",55000,0,0,0,0,3,1
444,Italy,Chile,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-11,France,"Stade Jacques Chaban-Delmas, Bordeaux",35200,0,0,0,0,2,3
445,Cameroon,Austria,1,1,,,2,Draw,Fase de Grupos,1998,1998-06-11,France,"Stadium Municipal, Toulouse",36500,0,0,0,0,1,1
446,Brazil,Scotland,2,1,,,3,Brazil,Fase de Grupos,1998,1998-06-10,France,"Stade de France, Paris",80000,0,0,0,0,2,1
447,Morocco,Norway,2,2,,,4,Draw,Fase de Grupos,1998,1998-06-10,France,"Stade de la Mosson, Montpellier",29750,0,0,0,0,1,0
448,Brazil,Italy,0,0,3.0,2.0,0,Brazil,Final,1994,1994-07-17,United States,"Rose Bowl, Los Angeles",94194,0,0,0,0,2,2
449,Sweden,Bulgaria,4,0,,,4,Sweden,Terceiro Lugar,1994,1994-07-16,United States,"Rose Bowl, Los Angeles",91500,0,0,0,0,1,1
450,Bulgaria,Italy,1,2,,,3,Italy,Semi-finais,1994,1994-07-13,United States,"Giants Stadium, New York/New Jersey",74110,0,0,0,0,3,2
451,Sweden,Brazil,0,1,,,1,Brazil,Semi-finais,1994,1994-07-13,United States,"Rose Bowl, Los Angeles",91856,1,0,0,0,2,1
452,Bulgaria,Germany,2,1,,,3,Bulgaria,Quartas de Final,1994,1994-07-10,United States,"Giants Stadium, New York/New Jersey",72000,0,0,0,0,3,5
453,Romania,Sweden,2,2,4.0,5.0,4,Sweden,Quartas de Final,1994,1994-07-10,United States,"Stanford Stadium, San Francisco",83500,0,0,0,1,3,2
454,Italy,Spain,2,1,,,3,Italy,Quartas de Final,1994,1994-07-09,United States,"Foxboro Stadium, Boston",53400,0,0,0,0,0,2
455,Netherlands,Brazil,2,3,,,5,Brazil,Quartas de Final,1994,1994-07-09,United States,"Cotton Bowl, Dallas",63500,0,0,0,0,2,1
456,Nigeria,Italy,1,2,,,3,Italy,Oitavas de Final,1994,1994-07-05,United States,"Foxboro Stadium, Boston",54367,0,1,0,0,4,5
457,Mexico,Bulgaria,1,1,1.0,3.0,2,Bulgaria,Oitavas de Final,1994,1994-07-05,United States,"Giants Stadium, New York/New Jersey",71030,0,0,1,1,4,4
458,Netherlands,Republic of Ireland,2,0,,,2,Netherlands,Oitavas de Final,1994,1994-07-04,United States,"Citrus Bowl, Orlando",61355,0,0,0,0,1,0
459,Brazil,United States,1,0,,,1,Brazil,Oitavas de Final,1994,1994-07-04,United States,"Stanford Stadium, San Francisco",84147,1,0,0,1,2,4
460,Saudi Arabia,Sweden,1,3,,,4,Sweden,Oitavas de Final,1994,1994-07-03,United States,"Cotton Bowl, Dallas",60277,0,0,0,0,1,3
461,Romania,Argentina,3,2,,,5,Romania,Oitavas de Final,1994,1994-07-03,United States,"Rose Bowl, Los Angeles",90469,0,0,0,0,3,4
462,Germany,Belgium,3,2,,,5,Germany,Oitavas de Final,1994,1994-07-02,United States,"Soldier Field, Chicago",60246,0,0,0,0,2,1
463,Spain,Switzerland,3,0,,,3,Spain,Oitavas de Final,1994,1994-07-02,United States,"RFK Stadium, Washington Dc",53121,0,0,0,0,4,4
464,Greece,Nigeria,0,2,,,2,Nigeria,Fase de Grupos,1994,1994-06-30,United States,"Foxboro Stadium, Boston",53001,0,0,0,0,2,2
465,Argentina,Bulgaria,0,2,,,2,Bulgaria,Fase de Grupos,1994,1994-06-30,United States,"Cotton Bowl, Dallas",63998,0,0,0,1,3,5
466,Morocco,Netherlands,1,2,,,3,Netherlands,Fase de Grupos,1994,1994-06-29,United States,"Citrus Bowl, Orlando",60578,0,0,0,0,5,2
467,Belgium,Saudi Arabia,0,1,,,1,Saudi Arabia,Fase de Grupos,1994,1994-06-29,United States,"RFK Stadium, Washington Dc",52959,0,0,0,0,2,2
468,Italy,Mexico,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-28,United States,"RFK Stadium, Washington Dc",52535,0,0,0,0,1,3
469,Republic of Ireland,Norway,0,0,,,0,Draw,Fase de Grupos,1994,1994-06-28,United States,"Giants Stadium, New York/New Jersey",72404,0,0,0,0,3,2
470,Russia,Cameroon,6,1,,,7,Russia,Fase de Grupos,1994,1994-06-28,United States,"Stanford Stadium, San Francisco",74914,0,0,0,0,3,2
471,Brazil,Sweden,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-28,United States,"Pontiac Silverdome, Detroit",77217,0,0,0,0,1,1
472,Germany,Korea Republic,3,2,,,5,Germany,Fase de Grupos,1994,1994-06-27,United States,"Cotton Bowl, Dallas",63998,0,0,0,0,3,1
473,Bolivia,Spain,1,3,,,4,Spain,Fase de Grupos,1994,1994-06-27,United States,"Soldier Field, Chicago",63089,0,0,0,0,0,2
474,Bulgaria,Greece,4,0,,,4,Bulgaria,Fase de Grupos,1994,1994-06-26,United States,"Soldier Field, Chicago",63160,0,0,0,0,4,4
475,United States,Romania,0,1,,,1,Romania,Fase de Grupos,1994,1994-06-26,United States,"Rose Bowl, Los Angeles",93869,0,0,0,0,2,2
476,Switzerland,Colombia,0,2,,,2,Colombia,Fase de Grupos,1994,1994-06-26,United States,"Stanford Stadium, San Francisco",83401,0,0,0,0,2,3
477,Belgium,Netherlands,1,0,,,1,Belgium,Fase de Grupos,1994,1994-06-25,United States,"Citrus Bowl, Orlando",62387,0,0,0,0,1,5
478,Saudi Arabia,Morocco,2,1,,,3,Saudi Arabia,Fase de Grupos,1994,1994-06-25,United States,"Giants Stadium, New York/New Jersey",76322,0,0,0,0,4,2
479,Argentina,Nigeria,2,1,,,3,Argentina,Fase de Grupos,1994,1994-06-25,United States,"Foxboro Stadium, Boston",54453,0,0,0,0,1,2
480,Mexico,Republic of Ireland,2,1,,,3,Mexico,Fase de Grupos,1994,1994-06-24,United States,"Citrus Bowl, Orlando",60790,0,0,0,0,2,2
481,Brazil,Cameroon,3,0,,,3,Brazil,Fase de Grupos,1994,1994-06-24,United States,"Stanford Stadium, San Francisco",83401,0,1,0,0,1,2
482,Sweden,Russia,3,1,,,4,Sweden,Fase de Grupos,1994,1994-06-24,United States,"Pontiac Silverdome, Detroit",71528,0,0,0,1,3,2
483,Italy,Norway,1,0,,,1,Italy,Fase de Grupos,1994,1994-06-23,United States,"Giants Stadium, New York/New Jersey",74624,1,0,0,0,1,2
484,Korea Republic,Bolivia,0,0,,,0,Draw,Fase de Grupos,1994,1994-06-23,United States,"Foxboro Stadium, Boston",54453,0,0,0,1,3,3
485,Romania,Switzerland,1,4,,,5,Switzerland,Fase de Grupos,1994,1994-06-22,United States,"Pontiac Silverdome, Detroit",61428,1,0,0,0,3,0
486,United States,Colombia,2,1,,,3,United States,Fase de Grupos,1994,1994-06-22,United States,"Rose Bowl, Los Angeles",93869,0,0,0,0,1,1
487,Argentina,Greece,4,0,,,4,Argentina,Fase de Grupos,1994,1994-06-21,United States,"Foxboro Stadium, Boston",54456,0,0,0,0,1,2
488,Germany,Spain,1,1,,,2,Draw,Fase de Grupos,1994,1994-06-21,United States,"Soldier Field, Chicago",63113,0,0,0,0,1,3
489,Nigeria,Bulgaria,3,0,,,3,Nigeria,Fase de Grupos,1994,1994-06-21,United States,"Cotton Bowl, Dallas",44132,0,0,0,0,1,1
490,Brazil,Russia,2,0,,,2,Brazil,Fase de Grupos,1994,1994-06-20,United States,"Stanford Stadium, San Francisco",81061,0,0,0,0,0,3
491,Netherlands,Saudi Arabia,2,1,,,3,Netherlands,Fase de Grupos,1994,1994-06-20,United States,"RFK Stadium, Washington Dc",50535,0,0,0,0,2,3
492,Belgium,Morocco,1,0,,,1,Belgium,Fase de Grupos,1994,1994-06-19,United States,"Citrus Bowl, Orlando",61219,0,0,0,0,2,3
493,Norway,Mexico,1,0,,,1,Norway,Fase de Grupos,1994,1994-06-19,United States,"RFK Stadium, Washington Dc",52395,0,0,0,0,2,1
494,Cameroon,Sweden,2,2,,,4,Draw,Fase de Grupos,1994,1994-06-19,United States,"Rose Bowl, Los Angeles",93194,0,0,0,0,1,1
