home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,home_red_cards,away_red_cards,home_yellow_red_cards,away_yellow_red_cards
Cameroon,Romania,2,1,,,3,Cameroon,Fase de Grupos,1990,1990-06-14,Italy,"Stadio San Nicola, Bari",38687,0,0,0,0
Italy,United States,1,0,,,1,Italy,Fase de Grupos,1990,1990-06-14,Italy,"Stadio Olimpico, Rome",73423,0,0,0,0
Uruguay,Spain,0,0,,,0,Draw,Fase de Grupos,1990,1990-06-13,Italy,"Dacia Arena, Udine",35713,0,0,0,0
Argentina,Soviet Union,2,0,,,2,Argentina,Fase de Grupos,1990,1990-06-13,Italy,"San Paolo, Naples",55759,0,1,0,0
Belgium,Korea Republic,2,0,,,2,Belgium,Fase de Grupos,1990,1990-06-12,Italy,"Marc Antonio Bentegodi, Verona",32790,0,0,0,0
Netherlands,Egypt,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-12,Italy,"Della Favorita, Palermo",33288,0,0,0,0
Costa Rica,Scotland,1,0,,,1,Costa Rica,Fase de Grupos,1990,1990-06-11,Italy,"Luigi Ferraris, Genoa",30867,0,0,0,0
England,Republic of Ireland,1,1,,,2,Draw,Fase de Grupos,1990,1990-06-11,Italy,"Sant Elia, Cagliari",35238,0,0,0,0
United States,Czechoslovakia,1,5,,,6,Czechoslovakia,Fase de Grupos,1990,1990-06-10,Italy,"Comunale, Florence",33266,1,0,0,0
West Germany,Yugoslavia,4,1,,,5,West Germany,Fase de Grupos,1990,1990-06-10,Italy,"Giuseppe Meazza, Milan",74765,0,0,0,0
Brazil,Sweden,2,1,,,3,Brazil,Fase de Grupos,1990,1990-06-10,Italy,"Stadio delle Alpi, Turin",62628,0,0,0,0
United Arab Emirates,Colombia,0,2,,,2,Colombia,Fase de Grupos,1990,1990-06-09,Italy,"Renato Dall Ara, Bologna",30791,0,0,0,0
Soviet Union,Romania,0,2,,,2,Romania,Fase de Grupos,1990,1990-06-09,Italy,"Stadio San Nicola, Bari",42907,0,0,0,0
Italy,Austria,1,0,,,1,Italy,Fase de Grupos,1990,1990-06-09,Italy,"Stadio Olimpico, Rome",73303,0,0,0,0
Argentina,Cameroon,0,1,,,1,Cameroon,Fase de Grupos,1990,1990-06-08,Italy,"Giuseppe Meazza, Milan",73780,0,2,0,0
Argentina,West Germany,3,2,,,5,Argentina,Final,1986,1986-06-29,Mexico,"Estadio Azteca, Mexico City",114600,0,0,0,0
France,Belgium,4,2,,,6,France,Terceiro Lugar,1986,1986-06-28,Mexico,"Cuauhtemoc, Puebla",21000,0,0,0,0
France,West Germany,0,2,,,2,West Germany,Semi-finais,1986,1986-06-25,Mexico,"Jalisco, Guadalajara",45000,0,0,0,0
Argentina,Belgium,2,0,,,2,Argentina,Semi-finais,1986,1986-06-25,Mexico,"Estadio Azteca, Mexico City",114500,0,0,0,0
Argentina,England,2,1,,,3,Argentina,Quartas de Final,1986,1986-06-22,Mexico,"Estadio Azteca, Mexico City",114580,0,0,0,0
Spain,Belgium,1,1,4.0,5.0,2,Belgium,Quartas de Final,1986,1986-06-22,Mexico,"Cuauhtemoc, Puebla",45000,0,0,0,0
Brazil,France,1,1,3.0,4.0,2,France,Quartas de Final,1986,1986-06-21,Mexico,"Jalisco, Guadalajara",65000,0,0,0,0
West Germany,Mexico,0,0,4.0,1.0,0,West Germany,Quartas de Final,1986,1986-06-21,Mexico,"Estadio Universitario, Monterrey",41700,1,1,0,0
England,Paraguay,3,0,,,3,England,Oitavas de Final,1986,1986-06-18,Mexico,"Estadio Azteca, Mexico City",98728,0,0,0,0
Denmark,Spain,1,5,,,6,Spain,Oitavas de Final,1986,1986-06-18,Mexico,"Estadio Corregidora, Queretaro",38500,0,0,0,0
Italy,France,0,2,,,2,France,Oitavas de Final,1986,1986-06-17,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",70000,0,0,0,0
Morocco,West Germany,0,1,,,1,West Germany,Oitavas de Final,1986,1986-06-17,Mexico,"Estadio Universitario, Monterrey",19800,0,0,0,0
Brazil,Poland,4,0,,,4,Brazil,Oitavas de Final,1986,1986-06-16,Mexico,"Jalisco, Guadalajara",45000,0,0,0,0
Argentina,Uruguay,1,0,,,1,Argentina,Oitavas de Final,1986,1986-06-16,Mexico,"Cuauhtemoc, Puebla",26000,0,0,0,0
Mexico,Bulgaria,2,0,,,2,Mexico,Oitavas de Final,1986,1986-06-15,Mexico,"Estadio Azteca, Mexico City",114580,0,0,0,0
Soviet Union,Belgium,3,4,,,7,Belgium,Oitavas de Final,1986,1986-06-15,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",32277,0,0,0,0
Scotland,Uruguay,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-13,Mexico,"Neza, Nezahualcoyotl",20000,0,1,0,0
Denmark,West Germany,2,0,,,2,Denmark,Fase de Grupos,1986,1986-06-13,Mexico,"Estadio Corregidora, Queretaro",36000,1,0,0,0
Algeria,Spain,0,3,,,3,Spain,Fase de Grupos,1986,1986-06-12,Mexico,"Tecnologico, Monterrey",23980,0,0,0,0
Northern Ireland,Brazil,0,3,,,3,Brazil,Fase de Grupos,1986,1986-06-12,Mexico,"Jalisco, Guadalajara",51000,0,0,0,0
Paraguay,Belgium,2,2,,,4,Draw,Fase de Grupos,1986,1986-06-11,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",16000,0,0,0,0
Iraq,Mexico,0,1,,,1,Mexico,Fase de Grupos,1986,1986-06-11,Mexico,"Estadio Azteca, Mexico City",103763,0,0,0,0
England,Poland,3,0,,,3,England,Fase de Grupos,1986,1986-06-11,Mexico,"Tecnologico, Monterrey",22700,0,0,0,0
Portugal,Morocco,1,3,,,4,Morocco,Fase de Grupos,1986,1986-06-11,Mexico,"Tres de Marzo, Guadalajara",28000,0,0,0,0
Argentina,Bulgaria,2,0,,,2,Argentina,Fase de Grupos,1986,1986-06-10,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",65000,0,0,0,0
Korea Republic,Italy,2,3,,,5,Italy,Fase de Grupos,1986,1986-06-10,Mexico,"Cuauhtemoc, Puebla",20000,0,0,0,0
Soviet Union,Canada,2,0,,,2,Soviet Union,Fase de Grupos,1986,1986-06-09,Mexico,"Estadio Irapuato, Irapuato",14200,0,0,0,0
Hungary,France,0,3,,,3,France,Fase de Grupos,1986,1986-06-09,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",31420,0,0,0,0
West Germany,Scotland,2,1,,,3,West Germany,Fase de Grupos,1986,1986-06-08,Mexico,"Estadio Corregidora, Queretaro",30000,0,0,0,0
Iraq,Belgium,1,2,,,3,Belgium,Fase de Grupos,1986,1986-06-08,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",20000,0,0,1,0
Denmark,Uruguay,6,1,,,7,Denmark,Fase de Grupos,1986,1986-06-08,Mexico,"Neza, Nezahualcoyotl",26500,0,1,0,0
Mexico,Paraguay,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-07,Mexico,"Estadio Azteca, Mexico City",114600,0,0,0,0
Northern Ireland,Spain,1,2,,,3,Spain,Fase de Grupos,1986,1986-06-07,Mexico,"Tres de Marzo, Guadalajara",28000,0,0,0,0
Poland,Portugal,1,0,,,1,Poland,Fase de Grupos,1986,1986-06-07,Mexico,"Estadio Universitario, Monterrey",19915,0,0,0,0
Brazil,Algeria,1,0,,,1,Brazil,Fase de Grupos,1986,1986-06-06,Mexico,"Jalisco, Guadalajara",48000,0,0,0,0
Hungary,Canada,2,0,,,2,Hungary,Fase de Grupos,1986,1986-06-06,Mexico,"Estadio Irapuato, Irapuato",13800,0,1,0,0
England,Morocco,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-06,Mexico,"Tecnologico, Monterrey",20200,1,0,0,0
Italy,Argentina,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Cuauhtemoc, Puebla",32000,0,0,0,0
France,Soviet Union,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",36540,0,0,0,0
Korea Republic,Bulgaria,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-05,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",45000,0,0,0,0
Paraguay,Iraq,1,0,,,1,Paraguay,Fase de Grupos,1986,1986-06-04,Mexico,"Bombonera - Estadio Nemesio Diez, Toluca",24000,0,0,0,0
Uruguay,West Germany,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-04,Mexico,"Estadio Corregidora, Queretaro",30500,0,0,0,0
Scotland,Denmark,0,1,,,1,Denmark,Fase de Grupos,1986,1986-06-04,Mexico,"Neza, Nezahualcoyotl",18000,0,0,0,0
Belgium,Mexico,1,2,,,3,Mexico,Fase de Grupos,1986,1986-06-03,Mexico,"Estadio Azteca, Mexico City",110000,0,0,0,0
Algeria,Northern Ireland,1,1,,,2,Draw,Fase de Grupos,1986,1986-06-03,Mexico,"Tres de Marzo, Guadalajara",22000,0,0,0,0
Portugal,England,1,0,,,1,Portugal,Fase de Grupos,1986,1986-06-03,Mexico,"Tecnologico, Monterrey",23000,0,0,0,0
Soviet Union,Hungary,6,0,,,6,Soviet Union,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Irapuato, Irapuato",16500,0,0,0,0
Argentina,Korea Republic,3,1,,,4,Argentina,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Olï¿½mpico Universitario, Mexico City",60000,0,0,0,0
Morocco,Poland,0,0,,,0,Draw,Fase de Grupos,1986,1986-06-02,Mexico,"Estadio Universitario, Monterrey",19900,0,0,0,0
Spain,Brazil,0,1,,,1,Brazil,Fase de Grupos,1986,1986-06-01,Mexico,"Jalisco, Guadalajara",35748,0,0,0,0
Canada,France,0,1,,,1,France,Fase de Grupos,1986,1986-06-01,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",65500,0,0,0,0
Bulgaria,Italy,1,1,,,2,Draw,Fase de Grupos,1986,1986-05-31,Mexico,"Estadio Azteca, Mexico City",96000,0,0,0,0
Italy,West Germany,3,1,,,4,Italy,Final,1982,1982-07-11,Spain,"Santiago Bernabeu, Madrid",90000,0,0,0,0
Poland,France,3,2,,,5,Poland,Terceiro Lugar,1982,1982-07-10,Spain,"Jose Rico Perez, Alicante",28000,0,0,0,0
Poland,Italy,0,2,,,2,Italy,Semi-finais,1982,1982-07-08,Spain,"Camp Nou, Barcelona",50000,0,0,0,0
West Germany,France,3,3,5.0,4.0,6,West Germany,Semi-finais,1982,1982-07-08,Spain,"Ramon Sanchez Pizjuan, Seville",70000,0,0,0,0
Italy,Brazil,3,2,,,5,Italy,Fase de Grupos,1982,1982-07-05,Spain,"Sarria, Barcelona",44000,0,0,0,0
Spain,England,0,0,,,0,Draw,Fase de Grupos,1982,1982-07-05,Spain,"Santiago Bernabeu, Madrid",75000,0,0,0,0
France,Northern Ireland,4,1,,,5,France,Fase de Grupos,1982,1982-07-04,Spain,"Vicente Calderon, Madrid",37000,0,0,0,0
Poland,Soviet Union,0,0,,,0,Draw,Fase de Grupos,1982,1982-07-04,Spain,"Camp Nou, Barcelona",65000,0,0,0,0
Argentina,Brazil,1,3,,,4,Brazil,Fase de Grupos,1982,1982-07-02,Spain,"Sarria, Barcelona",44000,1,0,0,0
West Germany,Spain,2,1,,,3,West Germany,Fase de Grupos,1982,1982-07-02,Spain,"Santiago Bernabeu, Madrid",90089,0,0,0,0
Austria,Northern Ireland,2,2,,,4,Draw,Fase de Grupos,1982,1982-07-01,Spain,"Vicente Calderon, Madrid",20000,0,0,0,0
Belgium,Soviet Union,0,1,,,1,Soviet Union,Fase de Grupos,1982,1982-07-01,Spain,"Camp Nou, Barcelona",45000,0,0,0,0
Italy,Argentina,2,1,,,3,Italy,Fase de Grupos,1982,1982-06-29,Spain,"Sarria, Barcelona",43000,0,1,0,0
West Germany,England,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-29,Spain,"Santiago Bernabeu, Madrid",75000,0,0,0,0
Austria,France,0,1,,,1,France,Fase de Grupos,1982,1982-06-28,Spain,"Vicente Calderon, Madrid",37000,0,0,0,0
Poland,Belgium,3,0,,,3,Poland,Fase de Grupos,1982,1982-06-28,Spain,"Camp Nou, Barcelona",65000,0,0,0,0
England,Kuwait,1,0,,,1,England,Fase de Grupos,1982,1982-06-25,Spain,"San Mames, Bilbao",39700,0,0,0,0
West Germany,Austria,1,0,,,1,West Germany,Fase de Grupos,1982,1982-06-25,Spain,"El Molinon, Gijon",41000,0,0,0,0
Northern Ireland,Spain,1,0,,,1,Northern Ireland,Fase de Grupos,1982,1982-06-25,Spain,"Luis Casanova, Valencia",49562,1,0,0,0
France,Czechoslovakia,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-24,Spain,"Jose Zorrilla, Valladolid",28000,0,1,0,0
Algeria,Chile,3,2,,,5,Algeria,Fase de Grupos,1982,1982-06-24,Spain,"Carlos Tartiere, Oviedo",16000,0,0,0,0
Honduras,Yugoslavia,0,1,,,1,Yugoslavia,Fase de Grupos,1982,1982-06-24,Spain,"La Romareda, Zaragoza",25000,1,0,0,0
Italy,Cameroon,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-23,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",20000,0,0,0,0
Argentina,El Salvador,2,0,,,2,Argentina,Fase de Grupos,1982,1982-06-23,Spain,"Jose Rico Perez, Alicante",32500,0,0,0,0
Brazil,New Zealand,4,0,,,4,Brazil,Fase de Grupos,1982,1982-06-23,Spain,"Benito Villamarin, Seville",43000,0,0,0,0
Poland,Peru,5,1,,,6,Poland,Fase de Grupos,1982,1982-06-22,Spain,"Riazor, La Coruï¿½A",25000,0,0,0,0
Belgium,Hungary,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-22,Spain,"Nuevo Estadio, Elche",37000,0,0,0,0
Soviet Union,Scotland,2,2,,,4,Draw,Fase de Grupos,1982,1982-06-22,Spain,"La Rosaleda, Malaga",45000,0,0,0,0
Algeria,Austria,0,2,,,2,Austria,Fase de Grupos,1982,1982-06-21,Spain,"Carlos Tartiere, Oviedo",22000,0,0,0,0
France,Kuwait,4,1,,,5,France,Fase de Grupos,1982,1982-06-21,Spain,"Jose Zorrilla, Valladolid",30043,0,0,0,0
Honduras,Northern Ireland,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-21,Spain,"La Romareda, Zaragoza",15000,0,0,0,0
West Germany,Chile,4,1,,,5,West Germany,Fase de Grupos,1982,1982-06-20,Spain,"El Molinon, Gijon",42000,0,0,0,0
England,Czechoslovakia,2,0,,,2,England,Fase de Grupos,1982,1982-06-20,Spain,"San Mames, Bilbao",41123,0,0,0,0
Spain,Yugoslavia,2,1,,,3,Spain,Fase de Grupos,1982,1982-06-20,Spain,"Luis Casanova, Valencia",48000,0,0,0,0
Poland,Cameroon,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-19,Spain,"Riazor, La Coruï¿½A",19000,0,0,0,0
Soviet Union,New Zealand,3,0,,,3,Soviet Union,Fase de Grupos,1982,1982-06-19,Spain,"La Rosaleda, Malaga",19000,0,0,0,0
Belgium,El Salvador,1,0,,,1,Belgium,Fase de Grupos,1982,1982-06-19,Spain,"Nuevo Estadio, Elche",15000,0,0,0,0
Italy,Peru,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-18,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",25000,0,0,0,0
Brazil,Scotland,4,1,,,5,Brazil,Fase de Grupos,1982,1982-06-18,Spain,"Benito Villamarin, Seville",47379,0,0,0,0
Argentina,Hungary,4,1,,,5,Argentina,Fase de Grupos,1982,1982-06-18,Spain,"Jose Rico Perez, Alicante",32093,0,0,0,0
Chile,Austria,0,1,,,1,Austria,Fase de Grupos,1982,1982-06-17,Spain,"Carlos Tartiere, Oviedo",22500,0,0,0,0
Czechoslovakia,Kuwait,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-17,Spain,"Jose Zorrilla, Valladolid",25000,0,0,0,0
Yugoslavia,Northern Ireland,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-17,Spain,"La Romareda, Zaragoza",25000,0,0,0,0
England,France,3,1,,,4,England,Fase de Grupos,1982,1982-06-16,Spain,"San Mames, Bilbao",44172,0,0,0,0
West Germany,Algeria,1,2,,,3,Algeria,Fase de Grupos,1982,1982-06-16,Spain,"El Molinon, Gijon",42000,0,0,0,0
Spain,Honduras,1,1,,,2,Draw,Fase de Grupos,1982,1982-06-16,Spain,"Luis Casanova, Valencia",49562,0,0,0,0
Peru,Cameroon,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-15,Spain,"Riazor, La Coruï¿½A",11000,0,0,0,0
Hungary,El Salvador,10,1,,,11,Hungary,Fase de Grupos,1982,1982-06-15,Spain,"Nuevo Estadio, Elche",23000,0,0,0,0
Scotland,New Zealand,5,2,,,7,Scotland,Fase de Grupos,1982,1982-06-15,Spain,"La Rosaleda, Malaga",36000,0,0,0,0
Italy,Poland,0,0,,,0,Draw,Fase de Grupos,1982,1982-06-14,Spain,"Estadio Municipal de Balaï¿½dos, Vigo",33000,0,0,0,0
Brazil,Soviet Union,2,1,,,3,Brazil,Fase de Grupos,1982,1982-06-14,Spain,"Ramon Sanchez Pizjuan, Seville",68000,0,0,0,0
Argentina,Belgium,0,1,,,1,Belgium,Fase de Grupos,1982,1982-06-13,Spain,"Camp Nou, Barcelona",95000,0,0,0,0
Argentina,Netherlands,3,1,,,4,Argentina,Final,1978,1978-06-25,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71483,0,0,0,0
Brazil,Italy,2,1,,,3,Brazil,Terceiro Lugar,1978,1978-06-24,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",69659,0,0,0,0
Netherlands,Italy,2,1,,,3,Netherlands,Fase de Grupos,1978,1978-06-21,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67433,0,0,0,0
Austria,West Germany,3,2,,,5,Austria,Fase de Grupos,1978,1978-06-21,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",38318,0,0,0,0
Brazil,Poland,3,1,,,4,Brazil,Fase de Grupos,1978,1978-06-21,Argentina,"San Martin, Mendoza",39586,0,0,0,0
Argentina,Peru,6,0,,,6,Argentina,Fase de Grupos,1978,1978-06-21,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37315,0,0,0,0
Poland,Peru,1,0,,,1,Poland,Fase de Grupos,1978,1978-06-18,Argentina,"San Martin, Mendoza",35288,0,0,0,0
West Germany,Netherlands,2,2,,,4,Draw,Fase de Grupos,1978,1978-06-18,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",40750,0,1,0,0
Italy,Austria,1,0,,,1,Italy,Fase de Grupos,1978,1978-06-18,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",66695,0,0,0,0
Argentina,Brazil,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-18,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37326,0,0,0,0
Netherlands,Austria,5,1,,,6,Netherlands,Fase de Grupos,1978,1978-06-14,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",25050,0,0,0,0
West Germany,Italy,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-14,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67547,0,0,0,0
Brazil,Peru,3,0,,,3,Brazil,Fase de Grupos,1978,1978-06-14,Argentina,"San Martin, Mendoza",31278,0,0,0,0
Argentina,Poland,2,0,,,2,Argentina,Fase de Grupos,1978,1978-06-14,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37091,0,0,0,0
Brazil,Austria,1,0,,,1,Brazil,Fase de Grupos,1978,1978-06-11,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",35221,0,0,0,0
Spain,Sweden,1,0,,,1,Spain,Fase de Grupos,1978,1978-06-11,Argentina,"Jose Amalfitani, Buenos Aires",42132,0,0,0,0
Peru,IR Iran,4,1,,,5,Peru,Fase de Grupos,1978,1978-06-11,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",21262,0,0,0,0
Scotland,Netherlands,3,2,,,5,Scotland,Fase de Grupos,1978,1978-06-11,Argentina,"San Martin, Mendoza",35130,0,0,0,0
France,Hungary,3,1,,,4,France,Fase de Grupos,1978,1978-06-10,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",23127,0,0,0,0
Poland,Mexico,3,1,,,4,Poland,Fase de Grupos,1978,1978-06-10,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",22651,0,0,0,0
West Germany,Tunisia,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-10,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",30667,0,0,0,0
Italy,Argentina,1,0,,,1,Italy,Fase de Grupos,1978,1978-06-10,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71712,0,0,0,0
Austria,Sweden,1,0,,,1,Austria,Fase de Grupos,1978,1978-06-07,Argentina,"Jose Amalfitani, Buenos Aires",41424,0,0,0,0
Brazil,Spain,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",34771,0,0,0,0
Netherlands,Peru,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"San Martin, Mendoza",28125,0,0,0,0
Scotland,IR Iran,1,1,,,2,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",7938,0,0,0,0
Italy,Hungary,3,1,,,4,Italy,Fase de Grupos,1978,1978-06-06,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",26533,0,0,0,0
West Germany,Mexico,6,0,,,6,West Germany,Fase de Grupos,1978,1978-06-06,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",35258,0,0,0,0
Poland,Tunisia,1,0,,,1,Poland,Fase de Grupos,1978,1978-06-06,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",9624,0,0,0,0
Argentina,France,2,1,,,3,Argentina,Fase de Grupos,1978,1978-06-06,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71666,0,0,0,0
Sweden,Brazil,1,1,,,2,Draw,Fase de Grupos,1978,1978-06-03,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",32569,0,0,0,0
Austria,Spain,2,1,,,3,Austria,Fase de Grupos,1978,1978-06-03,Argentina,"Jose Amalfitani, Buenos Aires",40841,0,0,0,0
Peru,Scotland,3,1,,,4,Peru,Fase de Grupos,1978,1978-06-03,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",37927,0,0,0,0
Netherlands,IR Iran,3,0,,,3,Netherlands,Fase de Grupos,1978,1978-06-03,Argentina,"San Martin, Mendoza",33431,0,0,0,0
Italy,France,2,1,,,3,Italy,Fase de Grupos,1978,1978-06-02,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",42373,0,0,0,0
Tunisia,Mexico,3,1,,,4,Tunisia,Fase de Grupos,1978,1978-06-02,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",17396,0,0,0,0
Argentina,Hungary,2,1,,,3,Argentina,Fase de Grupos,1978,1978-06-02,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71615,0,2,0,0
West Germany,Poland,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-01,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67579,0,0,0,0
Netherlands,West Germany,1,2,,,3,West Germany,Final,1974,1974-07-07,Germany,"Olympiastadion, Munich",78200,0,0,0,0
Brazil,Poland,0,1,,,1,Poland,Terceiro Lugar,1974,1974-07-06,Germany,"Olympiastadion, Munich",77100,0,0,0,0
Poland,West Germany,0,1,,,1,West Germany,Fase de Grupos,1974,1974-07-03,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0
Netherlands,Brazil,2,0,,,2,Netherlands,Fase de Grupos,1974,1974-07-03,Germany,"Westfalenstadion, Dortmund",53700,0,1,0,0
Argentina,Germany DR,1,1,,,2,Draw,Fase de Grupos,1974,1974-07-03,Germany,"Parkstadion, Gelsenkirchen",54254,0,0,0,0
Sweden,Yugoslavia,2,1,,,3,Sweden,Fase de Grupos,1974,1974-07-03,Germany,"Rheinstadion, Dï¿½Sseldorf",41300,0,0,0,0
Poland,Yugoslavia,2,1,,,3,Poland,Fase de Grupos,1974,1974-06-30,Germany,"Waldstadion, Frankfurt/Main",58000,0,0,0,0
Argentina,Brazil,1,2,,,3,Brazil,Fase de Grupos,1974,1974-06-30,Germany,"Niedersachsenstadion, Hanover",39400,0,0,0,0
Germany DR,Netherlands,0,2,,,2,Netherlands,Fase de Grupos,1974,1974-06-30,Germany,"Parkstadion, Gelsenkirchen",68348,0,0,0,0
West Germany,Sweden,4,2,,,6,West Germany,Fase de Grupos,1974,1974-06-30,Germany,"Rheinstadion, Dï¿½Sseldorf",67800,0,0,0,0
Yugoslavia,West Germany,0,2,,,2,West Germany,Fase de Grupos,1974,1974-06-26,Germany,"Rheinstadion, Dï¿½Sseldorf",67385,0,0,0,0
Brazil,Germany DR,1,0,,,1,Brazil,Fase de Grupos,1974,1974-06-26,Germany,"Niedersachsenstadion, Hanover",59863,0,0,0,0
Sweden,Poland,0,1,,,1,Poland,Fase de Grupos,1974,1974-06-26,Germany,"Neckarstadion, Stuttgart",44955,0,0,0,0
Netherlands,Argentina,4,0,,,4,Netherlands,Fase de Grupos,1974,1974-06-26,Germany,"Parkstadion, Gelsenkirchen",56548,0,0,0,0
Bulgaria,Netherlands,1,4,,,5,Netherlands,Fase de Grupos,1974,1974-06-23,Germany,"Westfalenstadion, Dortmund",53300,0,0,0,0
Poland,Italy,2,1,,,3,Poland,Fase de Grupos,1974,1974-06-23,Germany,"Neckarstadion, Stuttgart",70100,0,0,0,0
Sweden,Uruguay,3,0,,,3,Sweden,Fase de Grupos,1974,1974-06-23,Germany,"Rheinstadion, Dï¿½Sseldorf",28300,0,0,0,0
Argentina,Haiti,4,1,,,5,Argentina,Fase de Grupos,1974,1974-06-23,Germany,"Olympiastadion, Munich",25900,0,0,0,0
Scotland,Yugoslavia,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-22,Germany,"Waldstadion, Frankfurt/Main",56000,0,0,0,0
Australia,Chile,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-22,Germany,"Olympiastadion, Berlin West",17400,1,0,0,0
Zaire,Brazil,0,3,,,3,Brazil,Fase de Grupos,1974,1974-06-22,Germany,"Parkstadion, Gelsenkirchen",36200,0,0,0,0
Germany DR,West Germany,1,0,,,1,Germany DR,Fase de Grupos,1974,1974-06-22,Germany,"Volksparkstadion, Hamburg",60200,0,0,0,0
Haiti,Poland,0,7,,,7,Poland,Fase de Grupos,1974,1974-06-19,Germany,"Olympiastadion, Munich",25300,0,0,0,0
Bulgaria,Uruguay,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Niedersachsenstadion, Hanover",13400,0,0,0,0
Netherlands,Sweden,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Westfalenstadion, Dortmund",53700,0,0,0,0
Argentina,Italy,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Neckarstadion, Stuttgart",70100,0,0,0,0
Australia,West Germany,0,3,,,3,West Germany,Fase de Grupos,1974,1974-06-18,Germany,"Volksparkstadion, Hamburg",53300,0,0,0,0
