home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,home_red_cards,away_red_cards,home_yellow_red_cards,away_yellow_red_cards
Australia,Netherlands,2,3,,,5,Netherlands,Fase de Grupos,2014,2014-06-18,Brazil,"Estádio José Pinheiro Borba, Porto Alegre",42877,0,0,0,0
Spain,Chile,0,2,,,2,Chile,Fase de Grupos,2014,2014-06-18,Brazil,"Estadio Jornalista Mário Filho, Rio de Janeiro",74101,0,0,0,0
Cameroon,Croatia,0,4,,,4,Croatia,Fase de Grupos,2014,2014-06-18,Brazil,"Arena da Amazônia, Manaus",39982,1,0,0,0
Belgium,Algeria,2,1,,,3,Belgium,Fase de Grupos,2014,2014-06-17,Brazil,"Estádio Governador Magalhães Pinto, Belo Horizonte",56800,0,0,0,0
Brazil,Mexico,0,0,,,0,Draw,Fase de Grupos,2014,2014-06-17,Brazil,"Estádio Castelão, Fortaleza",60342,0,0,0,0
Russia,Korea Republic,1,1,,,2,Draw,Fase de Grupos,2014,2014-06-17,Brazil,"Arena Pantanal, Cuiabá",37603,0,0,0,0
Germany,Portugal,4,0,,,4,Germany,Fase de Grupos,2014,2014-06-16,Brazil,"Itaipava Arena Fonte Nova, Salvador",51081,0,1,0,0
IR Iran,Nigeria,0,0,,,0,Draw,Fase de Grupos,2014,2014-06-16,Brazil,"Estádio Joaquim Américo Guimarães, Curitiba",39081,0,0,0,0
Ghana,United States,1,2,,,3,United States,Fase de Grupos,2014,2014-06-16,Brazil,"Arena das Dunas, Natal",39760,0,0,0,0
Switzerland,Ecuador,2,1,,,3,Switzerland,Fase de Grupos,2014,2014-06-15,Brazil,"Estádio Nacional de Brasília, Brasília",68351,0,0,0,0
France,Honduras,3,0,,,3,France,Fase de Grupos,2014,2014-06-15,Brazil,"Estádio José Pinheiro Borba, Porto Alegre",43012,0,0,0,1
Argentina,Bosnia and Herzegovina,2,1,,,3,Argentina,Fase de Grupos,2014,2014-06-15,Brazil,"Estadio Jornalista Mário Filho, Rio de Janeiro",74738,0,0,0,0
Colombia,Greece,3,0,,,3,Colombia,Fase de Grupos,2014,2014-06-14,Brazil,"Estádio Governador Magalhães Pinto, Belo Horizonte",57174,0,0,0,0
Uruguay,Costa Rica,1,3,,,4,Costa Rica,Fase de Grupos,2014,2014-06-14,Brazil,"Estádio Castelão, Fortaleza",58679,1,0,0,0
England,Italy,1,2,,,3,Italy,Fase de Grupos,2014,2014-06-14,Brazil,"Arena da Amazônia, Manaus",39800,0,0,0,0
Côte d'Ivoire,Japan,2,1,,,3,Côte d'Ivoire,Fase de Grupos,2014,2014-06-14,Brazil,"Itaipava Arena Pernambuco, Recife",40267,0,0,0,0
Mexico,Cameroon,1,0,,,1,Mexico,Fase de Grupos,2014,2014-06-13,Brazil,"Arena das Dunas, Natal",39216,0,0,0,0
Spain,Netherlands,1,5,,,6,Netherlands,Fase de Grupos,2014,2014-06-13,Brazil,"Itaipava Arena Fonte Nova, Salvador",48173,0,0,0,0
Chile,Australia,3,1,,,4,Chile,Fase de Grupos,2014,2014-06-13,Brazil,"Arena Pantanal, Cuiabá",40275,0,0,0,0
Brazil,Croatia,3,1,,,4,Brazil,Fase de Grupos,2014,2014-06-12,Brazil,"Arena Corinthians, São Paulo",62103,0,0,0,0
Netherlands,Spain,0,1,,,1,Spain,Final,2010,2010-07-11,South Africa,"Soccer City, Johannesburg",84490,0,0,1,0
Uruguay,Germany,2,3,,,5,Germany,Terceiro Lugar,2010,2010-07-10,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",36254,0,0,0,0
Germany,Spain,0,1,,,1,Spain,Semi-finais,2010,2010-07-07,South Africa,"Moses Mabhida Stadium, Durban",60960,0,0,0,0
Uruguay,Netherlands,2,3,,,5,Netherlands,Semi-finais,2010,2010-07-06,South Africa,"Cape Town Stadium, Cape Town",62479,0,0,0,0
Argentina,Germany,0,4,,,4,Germany,Quartas de Final,2010,2010-07-03,South Africa,"Cape Town Stadium, Cape Town",64100,0,0,0,0
Paraguay,Spain,0,1,,,1,Spain,Quartas de Final,2010,2010-07-03,South Africa,"Emirates Airline Park, Johannesburg",55359,0,0,0,0
Netherlands,Brazil,2,1,,,3,Netherlands,Quartas de Final,2010,2010-07-02,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",40186,0,0,0,0
Uruguay,Ghana,1,1,4.0,2.0,2,Uruguay,Quartas de Final,2010,2010-07-02,South Africa,"Soccer City, Johannesburg",84017,1,0,0,0
Paraguay,Japan,0,0,5.0,3.0,0,Paraguay,Oitavas de Final,2010,2010-06-29,South Africa,"Loftus Versfeld Stadium, Pretoria",36742,0,0,0,0
Spain,Portugal,1,0,,,1,Spain,Oitavas de Final,2010,2010-06-29,South Africa,"Cape Town Stadium, Cape Town",62955,0,1,0,0
Netherlands,Slovakia,2,1,,,3,Netherlands,Oitavas de Final,2010,2010-06-28,South Africa,"Moses Mabhida Stadium, Durban",61962,0,0,0,0
Brazil,Chile,3,0,,,3,Brazil,Oitavas de Final,2010,2010-06-28,South Africa,"Emirates Airline Park, Johannesburg",54096,0,0,0,0
Germany,England,4,1,,,5,Germany,Oitavas de Final,2010,2010-06-27,South Africa,"Toyota Stadium, Bloemfontein",40510,0,0,0,0
Argentina,Mexico,3,1,,,4,Argentina,Oitavas de Final,2010,2010-06-27,South Africa,"Soccer City, Johannesburg",84377,0,0,0,0
Uruguay,Korea Republic,2,1,,,3,Uruguay,Oitavas de Final,2010,2010-06-26,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",30597,0,0,0,0
United States,Ghana,1,2,,,3,Ghana,Oitavas de Final,2010,2010-06-26,South Africa,"Royal Bafokeng Stadium, Phokeng",34976,0,0,0,0
Portugal,Brazil,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-25,South Africa,"Moses Mabhida Stadium, Durban",62712,0,0,0,0
Korea DPR,Côte d'Ivoire,0,3,,,3,Côte d'Ivoire,Fase de Grupos,2010,2010-06-25,South Africa,"Mbombela Stadium, Nelspruit",34763,0,0,0,0
Chile,Spain,1,2,,,3,Spain,Fase de Grupos,2010,2010-06-25,South Africa,"Loftus Versfeld Stadium, Pretoria",41958,0,0,1,0
Switzerland,Honduras,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-25,South Africa,"Toyota Stadium, Bloemfontein",28042,0,0,0,0
Paraguay,New Zealand,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-24,South Africa,"Peter Mokaba Stadium, Polokwane",34850,0,0,0,0
Slovakia,Italy,3,2,,,5,Slovakia,Fase de Grupos,2010,2010-06-24,South Africa,"Emirates Airline Park, Johannesburg",53412,0,0,0,0
Denmark,Japan,1,3,,,4,Japan,Fase de Grupos,2010,2010-06-24,South Africa,"Royal Bafokeng Stadium, Phokeng",27967,0,0,0,0
Cameroon,Netherlands,1,2,,,3,Netherlands,Fase de Grupos,2010,2010-06-24,South Africa,"Cape Town Stadium, Cape Town",63093,0,0,0,0
Slovenia,England,0,1,,,1,England,Fase de Grupos,2010,2010-06-23,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",36893,0,0,0,0
United States,Algeria,1,0,,,1,United States,Fase de Grupos,2010,2010-06-23,South Africa,"Loftus Versfeld Stadium, Pretoria",35827,0,0,0,1
Ghana,Germany,0,1,,,1,Germany,Fase de Grupos,2010,2010-06-23,South Africa,"Soccer City, Johannesburg",83391,0,0,0,0
Australia,Serbia,2,1,,,3,Australia,Fase de Grupos,2010,2010-06-23,South Africa,"Mbombela Stadium, Nelspruit",37836,0,0,0,0
Mexico,Uruguay,0,1,,,1,Uruguay,Fase de Grupos,2010,2010-06-22,South Africa,"Royal Bafokeng Stadium, Phokeng",33425,0,0,0,0
France,South Africa,1,2,,,3,South Africa,Fase de Grupos,2010,2010-06-22,South Africa,"Toyota Stadium, Bloemfontein",39415,1,0,0,0
Nigeria,Korea Republic,2,2,,,4,Draw,Fase de Grupos,2010,2010-06-22,South Africa,"Moses Mabhida Stadium, Durban",61874,0,0,0,0
Greece,Argentina,0,2,,,2,Argentina,Fase de Grupos,2010,2010-06-22,South Africa,"Peter Mokaba Stadium, Polokwane",38891,0,0,0,0
Portugal,Korea DPR,7,0,,,7,Portugal,Fase de Grupos,2010,2010-06-21,South Africa,"Cape Town Stadium, Cape Town",63644,0,0,0,0
Chile,Switzerland,1,0,,,1,Chile,Fase de Grupos,2010,2010-06-21,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",34872,0,0,0,0
Spain,Honduras,2,0,,,2,Spain,Fase de Grupos,2010,2010-06-21,South Africa,"Emirates Airline Park, Johannesburg",54386,0,0,0,0
Slovakia,Paraguay,0,2,,,2,Paraguay,Fase de Grupos,2010,2010-06-20,South Africa,"Toyota Stadium, Bloemfontein",26643,0,0,0,0
Italy,New Zealand,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-20,South Africa,"Mbombela Stadium, Nelspruit",38229,0,0,0,0
Brazil,Côte d'Ivoire,3,1,,,4,Brazil,Fase de Grupos,2010,2010-06-20,South Africa,"Soccer City, Johannesburg",84455,0,0,1,0
Netherlands,Japan,1,0,,,1,Netherlands,Fase de Grupos,2010,2010-06-19,South Africa,"Moses Mabhida Stadium, Durban",62010,0,0,0,0
Ghana,Australia,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-19,South Africa,"Royal Bafokeng Stadium, Phokeng",34812,0,1,0,0
Cameroon,Denmark,1,2,,,3,Denmark,Fase de Grupos,2010,2010-06-19,South Africa,"Loftus Versfeld Stadium, Pretoria",38074,0,0,0,0
Germany,Serbia,0,1,,,1,Serbia,Fase de Grupos,2010,2010-06-18,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",38294,0,0,1,0
Slovenia,United States,2,2,,,4,Draw,Fase de Grupos,2010,2010-06-18,South Africa,"Emirates Airline Park, Johannesburg",45573,0,0,0,0
England,Algeria,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-18,South Africa,"Cape Town Stadium, Cape Town",64100,0,0,0,0
Argentina,Korea Republic,4,1,,,5,Argentina,Fase de Grupos,2010,2010-06-17,South Africa,"Soccer City, Johannesburg",82174,0,0,0,0
Greece,Nigeria,2,1,,,3,Greece,Fase de Grupos,2010,2010-06-17,South Africa,"Toyota Stadium, Bloemfontein",31593,0,0,0,0
France,Mexico,0,2,,,2,Mexico,Fase de Grupos,2010,2010-06-17,South Africa,"Peter Mokaba Stadium, Polokwane",35370,0,0,0,0
Honduras,Chile,0,1,,,1,Chile,Fase de Grupos,2010,2010-06-16,South Africa,"Mbombela Stadium, Nelspruit",32664,0,0,0,0
Spain,Switzerland,0,1,,,1,Switzerland,Fase de Grupos,2010,2010-06-16,South Africa,"Moses Mabhida Stadium, Durban",62453,0,0,0,0
South Africa,Uruguay,0,3,,,3,Uruguay,Fase de Grupos,2010,2010-06-16,South Africa,"Loftus Versfeld Stadium, Pretoria",42658,0,0,0,0
New Zealand,Slovakia,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-15,South Africa,"Royal Bafokeng Stadium, Phokeng",23871,0,0,0,0
Côte d'Ivoire,Portugal,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-15,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",37034,0,0,0,0
Brazil,Korea DPR,2,1,,,3,Brazil,Fase de Grupos,2010,2010-06-15,South Africa,"Emirates Airline Park, Johannesburg",54331,0,0,0,0
Netherlands,Denmark,2,0,,,2,Netherlands,Fase de Grupos,2010,2010-06-14,South Africa,"Soccer City, Johannesburg",83465,0,0,0,0
Japan,Cameroon,1,0,,,1,Japan,Fase de Grupos,2010,2010-06-14,South Africa,"Toyota Stadium, Bloemfontein",30620,0,0,0,0
Italy,Paraguay,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-14,South Africa,"Cape Town Stadium, Cape Town",62869,0,0,0,0
Algeria,Slovenia,0,1,,,1,Slovenia,Fase de Grupos,2010,2010-06-13,South Africa,"Peter Mokaba Stadium, Polokwane",30325,0,0,1,0
Serbia,Ghana,0,1,,,1,Ghana,Fase de Grupos,2010,2010-06-13,South Africa,"Loftus Versfeld Stadium, Pretoria",38833,0,0,1,0
Germany,Australia,4,0,,,4,Germany,Fase de Grupos,2010,2010-06-13,South Africa,"Moses Mabhida Stadium, Durban",62660,0,1,0,0
Korea Republic,Greece,2,0,,,2,Korea Republic,Fase de Grupos,2010,2010-06-12,South Africa,"Nelson Mandela Bay Stadium, Port Elizabeth",31513,0,0,0,0
Argentina,Nigeria,1,0,,,1,Argentina,Fase de Grupos,2010,2010-06-12,South Africa,"Emirates Airline Park, Johannesburg",55686,0,0,0,0
England,United States,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-12,South Africa,"Royal Bafokeng Stadium, Phokeng",38646,0,0,0,0
South Africa,Mexico,1,1,,,2,Draw,Fase de Grupos,2010,2010-06-11,South Africa,"Soccer City, Johannesburg",84490,0,0,0,0
Uruguay,France,0,0,,,0,Draw,Fase de Grupos,2010,2010-06-11,South Africa,"Cape Town Stadium, Cape Town",64100,1,0,1,0
Italy,France,1,1,5.0,3.0,2,Italy,Final,2006,2006-07-09,Germany,"Olympiastadion Berlin, Berlin",69000,0,1,0,0
Germany,Portugal,3,1,,,4,Germany,Terceiro Lugar,2006,2006-07-08,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,0,0
Portugal,France,0,1,,,1,France,Semi-finais,2006,2006-07-05,Germany,"Allianz Arena, München",66000,0,0,0,0
Germany,Italy,0,2,,,2,Italy,Semi-finais,2006,2006-07-04,Germany,"Signal Iduna Park, Dortmund",65000,0,0,0,0
England,Portugal,0,0,1.0,3.0,0,Portugal,Quartas de Final,2006,2006-07-01,Germany,"Veltins-Arena, Gelsenkirchen",52000,1,0,0,0
Brazil,France,0,1,,,1,France,Quartas de Final,2006,2006-07-01,Germany,"Commerzbank-Arena, Frankfurt am Main",48000,0,0,0,0
Germany,Argentina,1,1,4.0,2.0,2,Germany,Quartas de Final,2006,2006-06-30,Germany,"Olympiastadion Berlin, Berlin",72000,0,0,0,0
Italy,Ukraine,3,0,,,3,Italy,Quartas de Final,2006,2006-06-30,Germany,"Volksparkstadion, Hamburg",50000,0,0,0,0
Brazil,Ghana,3,0,,,3,Brazil,Oitavas de Final,2006,2006-06-27,Germany,"Signal Iduna Park, Dortmund",65000,0,0,0,0
Spain,France,1,3,,,4,France,Oitavas de Final,2006,2006-06-27,Germany,"HDI-Arena, Hannover",43000,0,0,0,0
Italy,Australia,1,0,,,1,Italy,Oitavas de Final,2006,2006-06-26,Germany,"Fritz-Walter-Stadion, Kaiserslautern",46000,1,0,0,0
Switzerland,Ukraine,0,0,0.0,3.0,0,Ukraine,Oitavas de Final,2006,2006-06-26,Germany,"RheinEnergieSTADION, Köln",45000,0,0,0,0
England,Ecuador,1,0,,,1,England,Oitavas de Final,2006,2006-06-25,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,0,0
Portugal,Netherlands,1,0,,,1,Portugal,Oitavas de Final,2006,2006-06-25,Germany,"Max-Morlock-Stadion, Nürnberg",41000,0,0,2,2
Germany,Sweden,2,0,,,2,Germany,Oitavas de Final,2006,2006-06-24,Germany,"Allianz Arena, München",66000,0,0,0,1
Argentina,Mexico,2,1,,,3,Argentina,Oitavas de Final,2006,2006-06-24,Germany,"Red Bull Arena, Leipzig",43000,0,0,0,0
Saudi Arabia,Spain,0,1,,,1,Spain,Fase de Grupos,2006,2006-06-23,Germany,"Fritz-Walter-Stadion, Kaiserslautern",46000,0,0,0,0
Ukraine,Tunisia,1,0,,,1,Ukraine,Fase de Grupos,2006,2006-06-23,Germany,"Olympiastadion Berlin, Berlin",72000,0,0,0,1
Togo,France,0,2,,,2,France,Fase de Grupos,2006,2006-06-23,Germany,"RheinEnergieSTADION, Köln",45000,0,0,0,0
Switzerland,Korea Republic,2,0,,,2,Switzerland,Fase de Grupos,2006,2006-06-23,Germany,"HDI-Arena, Hannover",43000,0,0,0,0
Ghana,United States,2,1,,,3,Ghana,Fase de Grupos,2006,2006-06-22,Germany,"Max-Morlock-Stadion, Nürnberg",41000,0,0,0,0
Czech Republic,Italy,0,2,,,2,Italy,Fase de Grupos,2006,2006-06-22,Germany,"Volksparkstadion, Hamburg",50000,0,0,1,0
Japan,Brazil,1,4,,,5,Brazil,Fase de Grupos,2006,2006-06-22,Germany,"Signal Iduna Park, Dortmund",65000,0,0,0,0
Croatia,Australia,2,2,,,4,Draw,Fase de Grupos,2006,2006-06-22,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,2,1
Portugal,Mexico,2,1,,,3,Portugal,Fase de Grupos,2006,2006-06-21,Germany,"Veltins-Arena, Gelsenkirchen",52000,0,0,0,1
IR Iran,Angola,1,1,,,2,Draw,Fase de Grupos,2006,2006-06-21,Germany,"Red Bull Arena, Leipzig",38000,0,0,0,0
Côte d'Ivoire,Serbia and Montenegro,3,2,,,5,Côte d'Ivoire,Fase de Grupos,2006,2006-06-21,Germany,"Allianz Arena, München",66000,0,0,1,1
Netherlands,Argentina,0,0,,,0,Draw,Fase de Grupos,2006,2006-06-21,Germany,"Commerzbank-Arena, Frankfurt am Main",48000,0,0,0,0
Costa Rica,Poland,1,2,,,3,Poland,Fase de Grupos,2006,2006-06-20,Germany,"HDI-Arena, Hannover",43000,0,0,0,0
Ecuador,Germany,0,3,,,3,Germany,Fase de Grupos,2006,2006-06-20,Germany,"Olympiastadion Berlin, Berlin",72000,0,0,0,0
Paraguay,Trinidad and Tobago,2,0,,,2,Paraguay,Fase de Grupos,2006,2006-06-20,Germany,"Fritz-Walter-Stadion, Kaiserslautern",46000,0,0,0,0
Sweden,England,2,2,,,4,Draw,Fase de Grupos,2006,2006-06-20,Germany,"RheinEnergieSTADION, Köln",45000,0,0,0,0
Togo,Switzerland,0,2,,,2,Switzerland,Fase de Grupos,2006,2006-06-19,Germany,"Signal Iduna Park, Dortmund",65000,0,0,0,0
Saudi Arabia,Ukraine,0,4,,,4,Ukraine,Fase de Grupos,2006,2006-06-19,Germany,"Volksparkstadion, Hamburg",50000,0,0,0,0
Spain,Tunisia,3,1,,,4,Spain,Fase de Grupos,2006,2006-06-19,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,0,0
Japan,Croatia,0,0,,,0,Draw,Fase de Grupos,2006,2006-06-18,Germany,"Max-Morlock-Stadion, Nürnberg",41000,0,0,0,0
Brazil,Australia,2,0,,,2,Brazil,Fase de Grupos,2006,2006-06-18,Germany,"Allianz Arena, München",66000,0,0,0,0
France,Korea Republic,1,1,,,2,Draw,Fase de Grupos,2006,2006-06-18,Germany,"Red Bull Arena, Leipzig",43000,0,0,0,0
Portugal,IR Iran,2,0,,,2,Portugal,Fase de Grupos,2006,2006-06-17,Germany,"Commerzbank-Arena, Frankfurt am Main",48000,0,0,0,0
Czech Republic,Ghana,0,2,,,2,Ghana,Fase de Grupos,2006,2006-06-17,Germany,"RheinEnergieSTADION, Köln",45000,1,0,0,0
Italy,United States,1,1,,,2,Draw,Fase de Grupos,2006,2006-06-17,Germany,"Fritz-Walter-Stadion, Kaiserslautern",46000,1,1,0,1
Argentina,Serbia and Montenegro,6,0,,,6,Argentina,Fase de Grupos,2006,2006-06-16,Germany,"Veltins-Arena, Gelsenkirchen",52000,0,1,0,0
Netherlands,Côte d'Ivoire,2,1,,,3,Netherlands,Fase de Grupos,2006,2006-06-16,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,0,0
Mexico,Angola,0,0,,,0,Draw,Fase de Grupos,2006,2006-06-16,Germany,"HDI-Arena, Hannover",43000,0,0,0,1
Ecuador,Costa Rica,3,0,,,3,Ecuador,Fase de Grupos,2006,2006-06-15,Germany,"Veltins-Arena, Gelsenkirchen",50000,0,0,0,0
England,Trinidad and Tobago,2,0,,,2,England,Fase de Grupos,2006,2006-06-15,Germany,"Max-Morlock-Stadion, Nürnberg",41000,0,0,0,0
Sweden,Paraguay,1,0,,,1,Sweden,Fase de Grupos,2006,2006-06-15,Germany,"Olympiastadion Berlin, Berlin",72000,0,0,0,0
Spain,Ukraine,4,0,,,4,Spain,Fase de Grupos,2006,2006-06-14,Germany,"Red Bull Arena, Leipzig",43000,0,1,0,0
Tunisia,Saudi Arabia,2,2,,,4,Draw,Fase de Grupos,2006,2006-06-14,Germany,"Allianz Arena, München",66000,0,0,0,0
Germany,Poland,1,0,,,1,Germany,Fase de Grupos,2006,2006-06-14,Germany,"Signal Iduna Park, Dortmund",65000,0,0,0,1
Korea Republic,Togo,2,1,,,3,Korea Republic,Fase de Grupos,2006,2006-06-13,Germany,"Commerzbank-Arena, Frankfurt am Main",48000,0,0,0,1
France,Switzerland,0,0,,,0,Draw,Fase de Grupos,2006,2006-06-13,Germany,"Mercedes-Benz Arena, Stuttgart",52000,0,0,0,0
Brazil,Croatia,1,0,,,1,Brazil,Fase de Grupos,2006,2006-06-13,Germany,"Olympiastadion Berlin, Berlin",72000,0,0,0,0
Australia,Japan,3,1,,,4,Australia,Fase de Grupos,2006,2006-06-12,Germany,"Fritz-Walter-Stadion, Kaiserslautern",46000,0,0,0,0
United States,Czech Republic,0,3,,,3,Czech Republic,Fase de Grupos,2006,2006-06-12,Germany,"Veltins-Arena, Gelsenkirchen",52000,0,0,0,0
Italy,Ghana,2,0,,,2,Italy,Fase de Grupos,2006,2006-06-12,Germany,"HDI-Arena, Hannover",43000,0,0,0,0
Serbia and Montenegro,Netherlands,0,1,,,1,Netherlands,Fase de Grupos,2006,2006-06-11,Germany,"Red Bull Arena, Leipzig",37216,0,0,0,0
Mexico,IR Iran,3,1,,,4,Mexico,Fase de Grupos,2006,2006-06-11,Germany,"Max-Morlock-Stadion, Nürnberg",41000,0,0,0,0
Angola,Portugal,0,1,,,1,Portugal,Fase de Grupos,2006,2006-06-11,Germany,"RheinEnergieSTADION, Köln",45000,0,0,0,0
England,Paraguay,1,0,,,1,England,Fase de Grupos,2006,2006-06-10,Germany,"Commerzbank-Arena, Frankfurt am Main",48000,0,0,0,0
Trinidad and Tobago,Sweden,0,0,,,0,Draw,Fase de Grupos,2006,2006-06-10,Germany,"Signal Iduna Park, Dortmund",62959,0,0,1,0
Argentina,Côte d'Ivoire,2,1,,,3,Argentina,Fase de Grupos,2006,2006-06-10,Germany,"Volksparkstadion, Hamburg",49480,0,0,0,0
Germany,Costa Rica,4,2,,,6,Germany,Fase de Grupos,2006,2006-06-09,Germany,"Allianz Arena, München",64950,0,0,0,0
Poland,Ecuador,0,2,,,2,Ecuador,Fase de Grupos,2006,2006-06-09,Germany,"Veltins-Arena, Gelsenkirchen",52000,0,0,0,0
Germany,Brazil,0,2,,,2,Brazil,Final,2002,2002-06-30,"Korea Republic, Japan","Nissan Stadium, Yokohama",69029,0,0,0,0
Korea Republic,Türkiye,2,3,,,5,Türkiye,Terceiro Lugar,2002,2002-06-29,"Korea Republic, Japan","Daegu Main Stadium, Daegu",63483,0,0,0,0
Brazil,Türkiye,1,0,,,1,Brazil,Semi-finais,2002,2002-06-26,"Korea Republic, Japan","Saitama Stadium 2002, Saitama",61058,0,0,0,0
Germany,Korea Republic,1,0,,,1,Germany,Semi-finais,2002,2002-06-25,"Korea Republic, Japan","Seoul World Cup Stadium, Seoul",65625,0,0,0,0
Spain,Korea Republic,0,0,3.0,5.0,0,Korea Republic,Quartas de Final,2002,2002-06-22,"Korea Republic, Japan","Guus Hiddink Stadium, Gwangju",42114,0,0,0,0
Senegal,Türkiye,0,1,,,1,Türkiye,Quartas de Final,2002,2002-06-22,"Korea Republic, Japan","Yanmar Stadium Nagai, Osaka",44233,0,0,0,0
England,Brazil,1,2,,,3,Brazil,Quartas de Final,2002,2002-06-21,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",47436,0,1,0,0
Germany,United States,1,0,,,1,Germany,Quartas de Final,2002,2002-06-21,"Korea Republic, Japan","Munsu Cup Stadium, Ulsan",37337,0,0,0,0
Japan,Türkiye,0,1,,,1,Türkiye,Oitavas de Final,2002,2002-06-18,"Korea Republic, Japan","Miyagi Stadium, Rifu",45666,0,0,0,0
Korea Republic,Italy,2,1,,,3,Korea Republic,Oitavas de Final,2002,2002-06-18,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",38588,0,0,0,1
Mexico,United States,0,2,,,2,United States,Oitavas de Final,2002,2002-06-17,"Korea Republic, Japan","Jeonju World Cup Stadium, Jeonju",36380,1,0,0,0
Brazil,Belgium,2,0,,,2,Brazil,Oitavas de Final,2002,2002-06-17,"Korea Republic, Japan","NOEVIR Stadium Kobe, Kobe",40440,0,0,0,0
Sweden,Senegal,1,2,,,3,Senegal,Oitavas de Final,2002,2002-06-16,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39747,0,0,0,0
Spain,Republic of Ireland,1,1,3.0,2.0,2,Spain,Oitavas de Final,2002,2002-06-16,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",38926,0,0,0,0
Germany,Paraguay,1,0,,,1,Germany,Oitavas de Final,2002,2002-06-15,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",25176,0,1,0,0
Denmark,England,0,3,,,3,England,Oitavas de Final,2002,2002-06-15,"Korea Republic, Japan","Denka Big Swan Stadium, Niigata",40582,0,0,0,0
Tunisia,Japan,0,2,,,2,Japan,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Yanmar Stadium Nagai, Osaka",45213,0,0,0,0
Belgium,Russia,3,2,,,5,Belgium,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Shizuoka Stadium Ecopa, Fukuroi",46640,0,0,0,0
Portugal,Korea Republic,0,1,,,1,Korea Republic,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",50239,1,0,1,0
Poland,United States,3,1,,,4,Poland,Fase de Grupos,2002,2002-06-14,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",26482,0,0,0,0
Costa Rica,Brazil,2,5,,,7,Brazil,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",38524,0,0,0,0
Türkiye,China PR,3,0,,,3,Türkiye,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Seoul World Cup Stadium, Seoul",43605,0,1,0,0
Mexico,Italy,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Ōita Bank Dome, Ōita",39291,0,0,0,0
Ecuador,Croatia,1,0,,,1,Ecuador,Fase de Grupos,2002,2002-06-13,"Korea Republic, Japan","Nissan Stadium, Yokohama",65862,0,0,0,0
Sweden,Argentina,1,1,,,2,Draw,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Miyagi Stadium, Rifu",45777,0,0,0,0
Nigeria,England,0,0,,,0,Draw,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Yanmar Stadium Nagai, Osaka",44864,0,0,0,0
South Africa,Spain,2,3,,,5,Spain,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Daejeon World Cup Stadium, Daejeon",31024,0,0,0,0
Slovenia,Paraguay,1,3,,,4,Paraguay,Fase de Grupos,2002,2002-06-12,"Korea Republic, Japan","Jeju World Cup Stadium, Jeju",30176,1,0,0,1
Denmark,France,2,0,,,2,Denmark,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Incheon Munhak Stadium, Incheon",48100,0,0,0,0
Senegal,Uruguay,3,3,,,6,Draw,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Suwon World Cup Stadium, Suwon",33681,0,0,0,0
Saudi Arabia,Republic of Ireland,0,3,,,3,Republic of Ireland,Fase de Grupos,2002,2002-06-11,"Korea Republic, Japan","Nissan Stadium, Yokohama",65320,0,0,0,0
